,col1,col2,label
91,-31.47855,-20.505316,4
92,-33.503185,-5.3707743,0
93,-35.364594,2.6947792,6
94,62.748444,-25.662851,9
95,53.560673,-45.688557,8
96,38.397274,-26.587961,9
97,40.000725,-28.31965,6
98,-1.1724265,-53.21333,0
99,31.835745,-42.267452,1
100,-18.561539,-28.686117,4
101,7.5916786,-48.11153,5
102,-31.723986,-27.014128,1
103,-37.55795,-33.633495,1
104,26.709776,-43.569836,5
105,39.792004,-41.766197,0
106,49.42594,-49.485912,4
107,15.176562,-44.377827,0
108,-30.319408,-41.20368,2
109,4.5225973,-42.91717,0
110,-2.7316911,-34.732998,8
111,-19.747295,-24.724897,5
112,-15.501015,-27.031097,7
113,-17.575478,-23.334301,7
114,-29.8188,-33.044033,1
115,-14.038109,-54.693592,9
116,35.55507,-57.211113,7
117,-21.16902,-19.62194,5
118,-4.7747564,-57.928246,8
119,-11.707547,-66.94079,0
120,-32.751686,23.592829,6
121,-25.291622,-44.605343,5
122,-25.730284,14.627908,2
123,-27.71272,-36.81098,8
124,11.63531,-41.76352,0
125,-24.398342,-12.395843,7
126,-12.089104,-59.627323,1
127,-20.58362,10.608447,8
128,-25.54845,-36.838646,7
129,-27.835566,-31.810873,2
130,-24.153584,-28.06343,7
131,13.348012,-44.675816,9
132,-12.896715,-33.083755,2
133,27.353933,-43.417904,3
134,-24.826117,11.04535,4
135,-25.285791,-5.7948666,6
136,-26.556974,7.8514404,3
137,-16.247208,16.69949,5
138,0.16520791,-10.293416,6
139,-15.697369,13.118121,6
140,38.627605,-63.184692,0
141,-20.990509,-18.75144,5
142,14.224756,-45.121128,4
143,-12.1111145,-30.533857,2
144,50.750107,-10.853886,8
145,-23.31085,-2.4214506,6
146,-17.925394,-15.616141,4
147,-26.702177,9.256164,2
148,-11.836588,-44.30643,0
149,-13.379642,-31.138783,5
150,53.328163,-47.561993,2
151,61.92985,-27.513088,5
152,16.230852,-44.33982,0
153,9.876031,1.0571178,8
154,1.4629213,-37.977238,0
155,-6.77852,-35.423244,5
156,-31.066711,-18.000801,4
157,36.757416,-25.274796,4
158,-20.652456,-13.089014,3
159,-22.078451,1.8390905,5
160,11.177528,-46.06359,7
161,69.37614,-25.58424,2
162,-12.490159,-67.14308,8
163,-19.70864,-24.703846,4
164,-12.219117,-65.835106,9
165,-22.46273,-18.814724,3
166,-36.251957,-3.767844,6
167,42.807533,-32.041565,1
168,61.627445,-27.559835,4
169,-32.026394,-31.89735,9
170,-21.072365,-19.664167,7
171,-25.509043,-36.59016,9
172,-24.866615,-8.673944,6
173,-26.177366,-18.723864,4
174,-14.324558,-26.931839,3
175,-28.691734,-34.60653,0
176,-28.593481,-18.154646,3
177,1.8677984,-35.198112,2
178,9.978569,-45.189312,8
179,40.585255,-60.874313,2
180,40.106068,-42.2685,5
181,37.915924,-54.413685,8
182,-12.858946,-66.52605,5
183,1.3268954,-37.92597,0
184,-17.364418,-47.428596,7
185,-22.350296,-59.530663,0
186,-15.131298,-55.49697,7
187,39.548912,-25.600065,5
188,-11.718311,-31.660511,2
189,-5.3746753,-35.927082,5
190,-34.867268,-22.570845,7
191,-10.518322,-5.8449655,5
192,-14.650662,-38.751354,7
193,28.500504,-45.53893,5
194,-18.375608,15.941575,6
195,-12.534764,-43.999447,2
196,-34.965527,-8.077707,6
197,-17.543661,-38.24968,3
198,-15.667765,-47.467163,1
199,-2.036174,-3.0181155,0
200,28.618742,-45.835114,7
201,-21.069736,-4.2896547,4
202,-8.7070265,-68.753624,7
203,35.33916,-27.215368,5
204,-12.281776,-60.530823,4
205,-4.301818,-56.622795,8
206,30.327154,-24.53212,9
207,-18.348438,-56.71168,1
208,44.804127,-57.383797,9
209,-28.136827,-8.782956,7
210,-14.365756,-27.28345,3
211,36.26164,-53.157124,9
212,-11.232439,-36.976818,1
213,-10.4653015,-52.209755,1
214,1.5979486,9.508478,6
215,-15.031657,-32.496914,0
216,-24.955587,-45.52599,9
217,35.34904,-57.067764,7
218,-24.019594,0.034785744,3
219,37.97498,-47.092926,8
220,61.394814,-35.749146,1
221,-34.907883,-4.773038,3
222,33.973225,-47.374332,8
223,-11.65567,-39.439762,7
224,27.89357,-48.105938,4
225,-2.2908294,-38.683075,9
226,56.646267,-51.8602,9
227,-13.900117,-66.65704,5
228,-36.434574,-1.2298373,2
229,55.460014,-54.292965,3
230,41.679695,-42.412846,1
231,-15.159006,-46.94874,5
232,-15.83199,-40.16127,0
233,-30.020357,-35.215405,0
234,11.466047,-1.8864113,4
235,-13.060633,-32.087784,0
236,-36.15,-33.489887,7
237,45.899105,-29.960302,2
238,-26.56672,-23.102074,8
239,-27.769833,1.2788233,4
240,-25.6051,-45.84432,9
241,42.651722,-32.38009,1
242,-1.6933547,-2.544172,9
243,12.834449,7.645229,4
244,37.068684,-30.694824,4
245,-32.521587,3.9893713,6
246,6.9611526,4.2124486,6
247,-3.426044,-68.97627,1
248,10.720797,-41.469307,8
249,-30.760584,-29.955107,7
250,-31.950947,-43.815536,9
251,-7.5919228,5.7635913,6
252,-41.583805,-38.540657,2
253,-7.9231925,4.377043,6
254,70.06316,-26.037453,8
255,-8.76724,-65.9027,9
256,55.54648,-51.10673,1
257,-32.564465,2.944322,3
258,-17.714731,-14.422537,0
259,-33.577187,-5.2734222,5
260,-7.434135,-56.740757,7
261,39.78748,-41.250263,2
262,-1.6831683,-64.74652,0
263,-1.7670791,-68.60698,9
264,13.149031,-41.765034,9
265,0.5975065,-71.40859,7
266,7.9993978,-10.320389,6
267,-26.229053,-10.207595,2
268,-28.939968,-5.1962657,3
269,-13.667904,-26.975948,2
270,-9.602418,-58.45576,9
271,-14.76789,-41.405277,8
272,13.37965,-41.604767,7
273,-23.567251,3.6402278,2
274,64.00268,-32.403103,8
275,-31.920282,-6.1331677,3
276,-9.868684,-57.640644,4
277,-16.563482,-50.611908,9
278,-27.0122,-36.56499,0
279,55.26137,-18.259077,1
280,-28.541046,17.377003,6
281,8.220941,-42.060455,7
282,-30.262768,-34.565044,2
283,-30.885487,-21.744873,5
284,75.63632,-25.864983,4
285,36.99387,-30.848896,8
286,-1.3216097,-64.10354,9
287,-26.985817,-37.178696,4
288,36.84089,-66.96502,9
289,-30.603622,-36.039257,1
290,-26.114098,2.4782236,5
291,-26.020744,-36.534863,5
292,-12.518099,-59.45203,5
293,-29.857687,-42.007347,0
294,-36.906734,-28.34056,0
295,-22.575962,-43.11235,5
296,36.93998,-66.529175,2
297,-21.961737,-59.29311,0
298,-33.609222,-8.816316,3
299,-32.068295,-24.312895,1
300,-25.549511,-12.373802,4
301,-1.6308941,-68.56849,8
302,-21.539543,-14.1866,3
303,-28.806288,-11.217824,6
304,-35.422432,-13.494435,4
305,-2.18238,-38.506615,5
306,66.504486,-23.419403,5
307,-25.257448,-45.68567,8
308,-3.4448426,-68.214836,0
309,-7.06628,-53.410553,5
310,-23.024126,8.615783,6
311,-31.99925,-24.157518,3
312,19.237434,-39.44644,2
313,-18.711634,-18.236452,7
314,-32.911808,-19.63449,6
315,-10.660545,-59.474,6
316,-3.276977,-66.18836,5
317,-15.493238,-32.310123,9
318,8.3055935,-41.757538,9
319,-24.96784,11.009572,1
320,42.574028,-32.579372,2
321,48.99643,-49.3906,8
322,-6.3006325,-53.637123,8
323,-33.262806,2.0152414,2
324,-3.4002242,-66.27117,9
325,3.795213,-19.736973,5
326,-30.044086,-23.089697,7
327,-23.1271,-33.211002,6
328,-17.803232,-2.6085424,1
329,-34.003963,-24.53449,5
330,-5.733658,-44.01313,4
331,-15.61668,-40.623566,1
332,-23.188324,-4.0705466,2
333,13.308891,-41.76758,5
334,-18.68673,-54.64354,4
335,-29.702314,9.746193,6
336,31.539715,-40.03451,2
337,39.501152,-50.86551,1
338,-13.5807905,-71.14906,8
339,-30.874651,-42.666447,0
340,-2.1903732,-69.117744,3
341,-11.525964,-61.11407,8
342,-28.836094,10.431947,3
343,-12.740788,-66.98224,8
344,40.609283,-47.137993,8
345,-11.516064,-49.842884,9
346,-11.162287,-68.11306,2
347,-36.958363,-32.992004,9
348,13.436273,-44.028755,1
349,13.6196375,-45.45516,0
350,-24.864658,-2.5721562,4
351,41.33723,-61.933876,5
352,-22.283686,-10.63426,6
353,-25.792088,-45.84064,1
354,55.60878,-18.481619,9
355,-39.319237,-31.349764,3
356,16.502804,-48.193485,9
357,42.20617,-63.57196,7
358,-31.385258,12.290666,3
359,-12.491669,-59.482662,5
360,-12.215359,-30.566427,8
361,-25.797773,5.180547,3
362,40.489155,-66.11086,1
363,-8.20409,-66.03336,8
364,-14.141457,-32.902416,1
365,-10.340592,-70.16514,0
366,-17.322237,-23.924004,1
367,-25.760109,6.8124137,7
368,40.87076,-61.260242,3
369,20.111174,-40.993652,3
370,-13.467285,-11.284942,6
371,-27.29023,0.40734968,3
372,-25.84843,-30.060469,2
373,-30.68155,-34.29296,9
374,9.094186,-42.010685,1
375,-34.011505,-4.7268214,2
376,-4.354444,-37.653687,3
377,50.238197,-45.76406,9
378,-15.240998,-32.3927,3
379,-26.233767,37.01918,6
380,-14.534057,-12.0180235,1
381,-9.810599,-39.54011,8
382,-28.127386,-41.689983,7
383,-15.950515,-40.09232,4
384,-22.274458,-15.29872,7
385,-11.217688,-61.752083,0
386,41.686146,-60.11251,4
387,-14.588668,-27.084005,4
388,-35.355057,-13.3826,6
389,-6.328925,-44.644638,0
390,-21.816933,-57.223656,9
391,-24.11,-4.383706,3
392,-39.648365,-32.752884,7
393,-54.185555,-41.11087,0
394,-23.54272,-31.034222,1
395,-36.174587,28.185396,6
396,-19.806892,-16.919016,2
397,-27.628786,-12.202488,5
398,-24.881422,-30.59519,7
399,-30.028614,-21.914705,8
400,39.244225,-28.315523,4
401,17.429182,-46.371872,0
402,-34.9234,-8.32652,9
403,-32.92616,-43.00684,1
404,9.462321,-16.12833,5
405,-31.112778,22.922043,5
406,23.609156,-49.660694,0
407,-53.03881,-39.84933,4
408,-29.074606,-2.8347678,6
409,-18.102827,-21.958136,0
410,14.654171,-33.91005,9
411,29.70109,-49.17523,3
412,-8.116409,-68.62561,1
413,21.79725,-45.17706,3
414,8.219127,-47.754242,0
415,10.253717,-14.658103,6
416,26.649641,-46.843575,4
417,-8.390313,-68.30057,7
418,-6.189804,-51.11927,7
419,-21.877453,-26.734146,5
420,39.71694,-40.50622,8
421,-34.23603,-4.5373344,3
422,-18.849129,-0.38270074,2
423,-19.54568,-19.468023,4
424,-9.575012,-67.44656,1
425,40.251186,-30.340036,1
426,37.31306,-53.915565,4
427,-11.025666,-36.486206,1
428,50.323135,-50.865395,9
429,-18.58471,-53.351803,3
430,-10.839792,-69.91709,4
431,7.3130646,-48.135456,9
432,24.985174,-46.639557,9
433,-22.058655,-43.302025,2
434,-36.89932,-5.228792,6
435,-5.7334676,-35.126774,1
436,-20.478378,-16.689758,2
437,-20.282736,-48.465572,2
438,-12.20328,-43.53233,3
439,-26.388836,-7.924099,3
440,-29.372028,19.309822,6
441,-18.607452,-54.68793,6
442,-13.217045,-11.427985,6
443,52.05005,-49.99821,4
444,-31.083174,-29.668867,8
445,-14.028662,-31.542147,4
446,-11.875372,-44.253788,0
447,8.11611,-47.30101,8
448,-14.289608,-53.642887,7
449,-31.553772,12.156882,3
450,-0.22905365,7.13392,5
451,-11.572943,-49.934715,8
452,-27.479826,-29.073896,4
453,-13.596269,-31.323618,5
454,45.042725,-31.06062,8
455,-22.091152,-63.057568,8
456,7.3588243,-47.359493,8
457,-15.90137,-27.528812,5
458,-22.638247,-4.7410526,2
459,8.376895,-41.657894,3
460,-28.60223,-17.915258,3
461,-28.249441,-29.307144,4
462,7.1940894,-45.860363,5
463,-29.038115,21.709696,3
464,8.854525,-8.623685,8
465,-21.854412,7.250918,6
466,-3.7637792,-58.30329,7
467,-20.639023,12.077654,6
468,-32.145706,-19.054848,8
469,47.724228,-49.94816,1
470,-4.3332987,-56.766987,8
471,-36.39759,16.741499,6
472,1.9300983,12.798171,6
473,15.225712,-44.521812,5
474,-9.528909,-67.361206,1
475,-16.843702,-42.994713,5
476,-40.997658,-41.593056,1
477,-33.71771,-43.67259,0
478,-20.571955,-57.955143,0
479,-7.2361746,-64.531006,4
480,33.01705,-51.28835,9
481,-4.332612,-56.874043,7
482,-14.566486,-46.382244,0
483,-31.414,-21.24283,0
484,-24.116322,-36.636448,2
485,-32.69158,-24.074095,3
486,-20.58764,-14.287532,2
487,-8.96248,11.213867,3
488,-14.119398,-55.06123,1
489,-29.931404,-23.046024,8
490,-9.568527,-58.35739,9
491,17.874176,-46.31083,9
492,-8.502438,-40.363934,7
493,-15.304296,25.259426,3
494,-31.663607,44.85563,6
495,2.0544765,-36.390774,7
496,-15.572505,-47.543957,3
497,40.61849,-40.05177,8
498,-12.564592,-44.057323,3
499,11.83629,-13.648497,6
500,9.412145,53.160664,7
501,1.3355526,56.896175,3
502,4.096872,62.35442,3
503,17.79632,14.991086,0
504,-11.528034,74.26344,1
505,14.324875,11.778692,1
506,15.285118,-5.8994436,5
507,-9.891058,54.372955,5
508,-0.6440896,66.45477,3
509,48.532227,-13.109251,6
510,-14.455392,66.61199,0
511,56.92469,-16.277622,6
512,-17.722092,48.15541,5
513,-21.698221,60.26767,1
514,-16.187204,57.841274,9
515,4.8780937,35.101395,7
516,-2.9360032,59.095516,0
517,54.115654,15.214242,6
518,14.186371,71.34935,4
519,22.537281,35.345226,6
520,21.91461,8.128298,6
521,8.137183,52.538578,0
522,-21.728262,58.005672,3
523,-8.248083,53.54193,5
524,0.67715174,56.384144,3
525,8.934331,63.68486,7
526,8.128054,4.1979537,6
527,-23.988071,-1.9414383,5
528,16.863628,14.105758,6
529,-23.256617,4.061338,5
530,-10.6650095,-22.668556,2
531,-13.549757,68.99149,4
532,-9.00409,58.22104,7
533,-1.8231347,57.177532,4
534,-19.19791,-40.823063,3
535,-19.79419,52.830853,1
536,16.127945,8.368547,3
537,4.1720395,-5.573771,8
538,13.695713,43.739754,8
539,1.970234,65.90125,2
540,25.731552,43.781254,6
541,-9.942106,55.932343,9
542,71.431496,-27.28183,6
543,56.83057,15.469344,4
544,-10.363612,75.14828,2
545,-6.044974,19.531826,8
546,2.6667078,54.208168,3
547,7.3110757,60.121254,7
548,-11.825205,63.58464,8
549,-18.529724,48.493305,9
550,-22.261189,63.27212,3
551,0.6256281,52.238335,7
552,10.682829,53.93736,0
553,-2.2573624,75.65899,3
554,-20.067177,53.33503,5
555,-10.365957,-26.78123,4
556,-11.979871,74.08068,1
557,57.40967,39.59016,2
558,-19.544893,70.797005,2
559,-12.238288,74.05071,1
560,-16.687067,56.7422,4
561,-21.5293,58.1046,1
562,-9.717721,-24.465252,5
563,-10.117763,56.613266,8
564,12.73736,59.96742,2
565,2.8078356,54.280617,3
566,1.7198163,58.231018,1
567,0.8962795,58.551582,9
568,-17.666721,7.7124853,3
569,-14.257367,66.425224,0
570,-26.23395,67.8711,1
571,58.894226,19.310097,8
572,-15.7283745,74.1269,8
573,4.6681714,-3.3195145,6
574,-27.816952,14.39477,7
575,-2.3300784,-29.527428,3
576,-18.232153,-11.327984,5
577,-10.216574,6.7733397,1
578,63.799435,-6.2997,6
579,4.308882,58.103813,9
580,-8.32182,72.15924,5
581,13.073712,13.789322,0
582,-31.856527,40.956554,4
583,-36.05653,-4.0871944,7
584,-18.24394,73.16522,8
585,-7.5735803,73.89709,9
586,-25.777897,65.08481,3
587,40.267654,30.432667,3
588,14.34202,71.31157,5
589,20.16223,57.26968,2
590,16.397675,42.8294,4
591,-3.160417,56.44021,7
592,-19.54984,54.461994,3
593,-8.204762,71.1522,4
594,56.029755,-15.247058,6
595,1.0880731,57.555687,7
596,11.858849,38.649162,4
597,2.104342,65.72337,3
598,0.7665274,58.298203,4
599,-15.680877,74.313614,9
600,-25.767912,64.36663,3
601,-24.944857,69.63115,1
602,-25.125229,-40.233055,3
603,21.323215,9.35012,6
604,-45.958366,-22.856478,9
605,52.047287,-8.047853,2
606,53.085693,29.711782,2
607,-5.801789,-6.4933248,9
608,-23.938126,-1.7446798,4
609,20.113588,55.87968,0
610,60.973083,15.990605,2
611,-5.9390836,60.708946,0
612,22.754126,10.721195,0
613,42.142155,-22.159594,6
614,-0.5487645,61.13429,7
615,2.6030722,-5.0424733,2
616,15.836785,73.56858,2
617,60.073795,5.365207,6
618,-14.632811,45.87105,4
619,-21.595615,52.311962,0
620,55.70297,15.797761,2
621,43.25967,-17.68459,6
622,10.266417,63.304295,5
623,58.189827,17.53172,2
624,43.47153,11.10326,6
625,3.7319167,56.125862,4
626,16.695477,-6.1838574,1
627,-8.1115675,48.994026,9
628,2.6060398,55.594814,5
629,7.7785363,-2.0684628,6
630,-20.235003,62.224827,7
631,-26.874804,69.82568,1
632,-6.7961216,57.382915,1
633,4.1527057,-0.7846163,1
634,-24.480936,39.817455,4
635,-34.525215,15.584224,8
636,-4.0194983,70.832855,4
637,-7.030957,70.15458,9
638,-3.059825,50.797607,8
639,-9.801393,-24.506964,3
640,25.536419,28.586233,8
641,-15.952612,43.908184,8
642,-11.345421,53.730534,9
643,-22.238283,69.654274,2
644,-17.132778,73.57415,7
645,-22.669134,60.762234,4
646,-24.852701,69.80337,1
647,-2.7229385,56.085293,1
648,-0.7938638,68.51269,0
649,-1.23773,-6.5192876,4
650,-3.2122545,55.652702,9
651,-31.98373,20.86034,8
652,9.764103,-6.5302095,8
653,1.210579,55.85659,8
654,15.045185,14.338289,6
655,-20.29677,53.711197,2
656,8.116661,4.213553,6
657,-19.5878,54.09907,1
658,-29.197924,16.107555,8
659,-7.9482327,71.497154,1
660,16.599821,15.438563,4
661,-22.652622,62.953102,1
662,-18.329182,53.046463,0
663,-6.2985663,71.45038,4
664,42.58563,13.520329,7
665,13.699078,43.76843,2
666,-10.764727,74.98841,1
667,-41.327892,-25.949297,5
668,13.467681,14.60931,0
669,1.0408767,65.532845,7
670,-7.6857357,74.734924,3
671,-16.886381,9.179261,8
672,-1.852195,53.016396,5
673,-26.175455,70.20199,5
674,41.79747,-21.364244,6
675,40.550205,-21.749783,6
676,15.9701805,73.64886,9
677,12.347479,-28.81524,2
678,8.114784,41.610584,3
679,15.411106,-6.0722065,1
680,25.73441,44.02245,0
681,8.622314,64.57597,6
682,-16.61715,40.860775,9
683,-11.74646,61.7186,8
684,-14.5626135,45.85644,9
685,-12.970398,75.781364,3
686,-11.4265995,0.88192105,9
687,55.62907,40.885468,0
688,-7.2746997,53.34382,7
689,-46.99607,-17.629425,9
690,-14.781861,60.24283,1
691,-4.083644,55.251045,5
692,4.013389,61.912254,1
693,4.675854,66.936554,2
694,2.4393818,63.38492,8
695,16.061895,8.701029,5
696,-5.08205,50.733425,4
697,-14.934546,59.93671,9
698,-14.444515,61.431274,0
699,22.522184,35.478775,3
700,23.270199,41.429184,8
701,-15.577354,-3.9259574,2
702,-5.6051583,-49.700916,3
703,-20.811802,12.527565,8
704,-2.9112637,52.038193,4
705,1.9904602,2.8280482,0
706,-24.84317,-40.123238,0
707,-5.051427,50.998764,7
708,-2.2603476,54.74566,3
709,-0.020173125,74.437675,3
710,-22.801157,-26.746794,2
711,-11.831698,48.829227,9
712,3.3590462,66.97154,8
713,-17.539978,55.918728,9
714,-11.497026,74.85089,2
715,-16.601046,-43.55529,2
716,17.094387,15.227559,7
717,23.366848,41.15501,9
718,5.2438107,66.58817,3
719,-0.28840864,65.49006,8
720,-26.525053,55.566006,8
721,13.930894,43.716408,8
722,-22.618761,58.089134,3
723,7.9364147,16.303732,5
724,24.266392,29.89447,7
725,-20.630022,57.557613,3
726,-1.9513063,71.498474,1
727,10.875971,-9.859238,6
728,-35.926144,5.291827,5
729,-22.184826,58.21757,1
730,2.229154,65.59954,0
731,24.30445,45.54023,7
732,0.9659742,63.422585,4
733,-13.729657,58.861843,9
734,-46.343525,8.741093,6
735,55.18869,16.94958,2
736,-11.459024,53.44085,1
737,9.420592,43.77248,7
738,-37.078472,-12.36116,9
739,-21.023115,63.558613,7
740,-8.656393,49.007065,9
741,-23.991776,3.814587,7
742,55.29426,31.71503,6
743,15.7363405,8.2967615,5
744,-22.89803,65.94462,8
745,16.541262,42.890152,5
746,-16.065063,65.11701,5
747,-43.273117,4.342015,8
748,16.803354,67.94527,4
749,52.59471,-7.1047454,8
750,-31.301388,-16.688879,7
751,44.434315,-47.88923,6
752,-9.931552,62.789722,3
753,-0.47774723,60.88897,1
754,41.232807,31.685682,6
755,-10.410382,56.226322,0
756,13.7612915,7.622925,7
757,-17.665157,-27.798252,4
758,16.079756,8.407746,2
759,1.8687935,62.174458,2
760,-24.99231,59.127148,2
761,-2.5029476,56.498978,4
762,6.4040456,35.251072,4
763,-12.681417,63.68,9
764,57.924038,17.644154,2
765,1.3282858,58.380375,1
766,-8.088115,55.640385,8
767,17.927599,71.68058,7
768,-46.13333,13.757313,6
769,-14.288327,65.05163,9
770,-16.868074,73.431526,7
771,-5.135151,-32.15484,6
772,35.015152,33.685833,0
773,2.0919127,58.92054,4
774,-35.449776,-4.013718,6
775,5.044,55.769768,0
776,-21.701454,64.10023,1
777,19.133808,38.354992,0
778,47.02007,-31.465738,6
779,12.015914,64.704155,3
780,5.339247,66.696465,8
781,13.289132,12.567116,5
782,14.559332,-16.921835,9
783,17.400806,15.098763,3
784,29.419174,41.134766,2
785,-17.184782,15.91264,8
786,-6.315056,70.46478,7
787,-14.15579,48.273403,5
788,-21.989624,67.440575,3
789,-7.2074394,75.35454,7
790,-34.891235,10.47696,1
791,7.825246,16.323652,4
792,18.346758,43.355732,1
793,16.412636,-6.5066543,3
794,-15.60478,2.0831401,5
795,-25.214748,18.149794,5
796,7.8795037,52.669277,5
797,40.67171,31.59169,6
798,17.852173,-5.523852,7
799,3.0225248,-4.749129,6
800,17.379307,15.5774145,1
801,-25.977386,69.92779,5
802,67.94097,-14.4053335,2
803,5.6477704,6.6036167,9
804,-4.8628755,51.413586,9
805,-16.98093,62.54988,7
806,38.460724,44.802925,0
807,18.303167,71.920746,7
808,-22.322418,63.23564,5
809,-19.439665,70.84082,2
810,10.544816,40.964123,9
811,-26.042765,-27.096195,5
812,12.946203,40.204597,4
813,-14.897425,46.512653,4
814,7.1581526,-1.3676518,6
815,1.1127875,60.459454,8
816,60.469265,-14.776646,6
817,-19.351238,4.312505,8
818,50.58583,-11.044292,6
819,-0.33277622,56.869526,9
820,-12.240009,73.838875,1
821,-1.830252,55.210953,8
822,13.807639,38.549126,3
823,17.090286,-6.311378,5
824,-28.139145,-0.47940847,8
825,8.796362,44.40464,4
826,3.264055,67.10049,1
827,-10.830827,72.07219,5
828,51.64558,-8.297191,6
829,16.451847,70.308075,7
830,9.088154,44.38289,7
831,4.6801267,50.7418,1
832,21.240593,41.008514,4
833,-24.14196,68.39337,1
834,12.566555,43.291187,7
835,20.382559,69.82341,0
836,-9.833287,62.94007,7
837,-10.898751,71.58471,0
838,-6.7910457,70.18872,5
839,2.1522448,63.130905,8
840,40.869976,39.564835,2
841,-10.019746,57.261753,5
842,3.0586593,-4.1769557,6
843,5.469928,57.524467,4
844,-3.3244624,59.003693,0
845,-36.9094,-12.345548,9
846,5.527346,54.16106,8
847,-18.960339,10.012941,9
848,-22.399736,69.83114,8
849,-23.594414,4.173804,4
850,-18.938162,-30.145313,2
851,3.7510958,64.55332,0
852,56.931885,9.077532,0
853,-13.149461,63.52497,7
854,-11.228325,74.61687,7
855,56.85369,15.556809,3
856,-10.657401,75.19018,0
857,8.507168,64.873344,2
858,-11.662313,63.89438,0
859,61.800446,3.7479208,6
860,4.7854133,-4.0136375,5
861,24.852375,49.760273,2
862,-34.763824,2.8816504,8
863,-8.673002,10.058996,9
864,-8.812046,-27.493313,5
865,-13.702419,71.14927,7
866,10.180497,-26.600365,0
867,9.9855175,-15.704261,6
868,-25.924093,7.27348,3
869,19.830534,43.481647,4
870,-45.855816,-21.61942,9
871,-26.717493,-37.31757,7
872,5.0100203,72.233,2
873,-5.6976647,22.023342,4
874,-9.565197,63.104618,1
875,-47.132866,-14.968735,5
876,19.288464,43.166492,8
877,-3.6277125,-57.743793,6
878,-11.840843,63.771873,3
879,14.364046,44.882988,0
880,-1.6842241,59.72624,5
881,-1.8965718,59.854317,1
882,7.30037,63.864567,4
883,4.4483604,58.056725,9
884,67.29926,-16.845402,2
885,16.907112,-6.152572,7
886,-11.883411,76.39898,4
887,-23.639381,68.76356,9
888,-32.320282,-17.811613,3
889,-10.476395,73.96877,8
890,-41.2123,34.55417,3
891,-20.386112,-40.748783,3
892,2.5235424,65.4165,7
893,-3.5557857,59.109844,1
894,-2.0996666,54.474316,0
895,11.603347,43.282223,0
896,11.535774,43.276943,9
897,-21.067093,-46.040813,9
898,15.28811,14.575777,0
899,14.920201,11.459314,4
900,-7.735379,62.97979,4
901,50.433044,20.196333,7
902,-19.519121,54.046432,8
903,-10.153754,57.494743,3
904,-22.619644,62.75674,1
905,6.8961554,53.119984,9
