,col1,col2,labels
153,-3.318399,9.708679,2
154,-35.098625,-6.002282,2
155,-16.313534,-76.18583,3
156,-22.118065,12.786436,4
157,-31.29181,8.262068,7
158,-37.18897,-37.685688,7
159,-44.816086,18.769022,1
160,5.414977,-63.303722,1
161,-5.485826,7.195282,3
162,-14.904766,-45.573402,9
163,14.657682,-15.421024,3
164,-44.772236,-56.604446,2
165,-2.2510242,-19.402393,4
166,5.412206,1.7049888,0
167,10.612216,21.976572,6
168,-21.718107,-31.113928,6
169,26.182518,6.802593,6
170,-44.86752,-62.83123,9
171,-29.41945,-49.675606,6
172,-21.505396,-30.03415,1
173,-19.616571,-37.609848,6
174,-58.682117,-51.34943,1
175,-5.030133,-16.589987,5
176,-37.246567,-64.8087,2
177,14.106562,-8.72388,3
178,-29.326662,-59.8943,9
179,-24.179533,-45.571117,4
180,-4.559331,-26.443996,4
181,1.8128614,-70.55598,9
182,-39.01374,-64.17194,5
183,25.268091,11.352139,7
184,-21.567776,-16.760845,3
185,17.23108,-38.663456,8
186,-26.257904,-72.79426,8
187,9.6022415,-11.742097,6
188,-38.247513,-4.437237,8
189,10.849308,10.851542,6
190,-20.109133,-50.55624,9
191,11.299813,-3.0519505,6
192,-1.6527952,-67.51736,3
193,-31.013493,-50.748512,1
194,-28.972118,-37.353493,3
195,-33.241062,-44.634804,7
196,-38.2019,-63.115494,3
197,9.129154,-30.890638,0
198,3.1870825,-22.118505,4
199,-19.173822,-21.263927,7
200,-29.886381,0.9026118,2
201,13.446823,-25.943419,2
202,26.509172,-0.4929543,0
203,-23.346577,-70.56227,4
204,-40.987385,-65.29226,0
205,-32.734543,-11.72408,1
206,-2.3343213,-26.473713,3
207,55.871315,-3.6638222,6
208,-42.705288,-40.591244,6
209,-43.771854,-59.591385,4
210,-16.432138,-23.860912,0
211,-40.57156,-26.920475,0
212,-47.834827,-45.12493,6
213,-49.8264,-52.632915,4
214,4.246409,2.079814,2
215,-4.348875,-9.466556,2
216,-11.853848,-9.438811,7
217,-4.4625573,-10.120068,4
218,-25.037804,-48.151627,4
219,-64.810265,-9.069561,9
220,-23.346172,-63.74856,0
221,-31.28459,-58.990894,3
222,22.018433,-54.99665,2
223,-28.759932,-35.65799,9
224,-40.21486,-62.456066,1
225,-23.531494,-41.16872,9
226,18.433428,6.2377224,0
227,-11.893608,-49.706764,9
228,-40.66586,17.320105,2
229,-11.168986,-8.726109,2
230,-32.6383,-26.641445,5
231,0.86400205,-23.929464,0
232,-22.27478,18.00903,6
233,-15.467997,-15.504262,4
234,8.340104,-16.68474,8
235,-26.723026,4.1647243,7
236,-5.7932034,-9.414975,0
237,-40.99242,12.8917,8
238,-26.273731,-73.052574,5
239,-26.18366,-1.8600432,0
240,61.64181,30.825947,9
241,-40.253284,-36.48499,0
242,26.695719,9.378076,6
243,-44.93251,-23.443941,5
244,-63.741394,-0.2104535,5
245,8.327021,-5.3755536,6
246,-32.553635,-28.055958,2
247,-49.72989,-25.976582,5
248,-3.9441457,-5.196117,6
249,-11.196509,-9.838457,2
250,-63.693085,-7.317489,5
251,-27.57887,-32.279675,9
252,-59.251877,-26.329306,7
253,-28.692762,-55.168076,2
254,-16.65213,-24.008148,5
255,-72.765434,-26.32025,1
256,-68.39303,-3.2766118,1
257,-14.569327,-6.244457,3
258,-19.05996,-55.791992,8
259,-32.506035,-56.63391,4
260,-2.047828,2.0094059,6
261,-40.536133,-56.38988,0
262,-14.969725,-53.111683,9
263,0.39947844,-25.794476,3
264,-68.69522,-11.093035,1
265,-70.29687,-6.390373,7
266,-41.878834,16.531017,1
267,-41.86585,-62.22812,7
268,-6.6991987,-26.459118,3
269,-39.34287,6.8548536,6
270,-36.35753,-4.4396906,9
271,-0.2911317,-9.363148,4
272,13.258401,-3.347362,6
273,-27.155602,-63.166634,7
274,3.9171546,-14.216321,2
275,-0.8861737,10.651214,6
276,-34.038227,-44.36911,5
277,-70.12058,-23.446585,1
278,-23.201773,-9.301235,4
279,-45.303387,-62.552887,7
280,-24.2245,3.8862216,0
281,-28.490498,13.484461,7
282,0.11599153,-62.518524,9
283,-32.677998,-70.49857,9
284,-43.310238,19.082558,1
285,-33.582863,-29.03253,7
286,-15.032548,-24.43666,7
287,-26.881588,-21.025805,0
288,-15.382555,-27.549894,2
289,27.086485,10.220224,6
290,-66.72209,-16.21834,8
291,-32.83225,-68.14131,0
292,-22.070465,-37.182377,1
293,-58.243576,18.02012,2
294,-32.320503,-31.143051,2
295,-19.516178,-33.49585,3
296,-67.728165,-21.934652,9
297,-68.36118,-9.514125,2
298,-7.0374804,-26.359173,7
299,-4.5247164,9.147931,2
300,-19.067585,-50.18857,9
301,-45.16456,-62.42576,8
302,-34.664055,8.135989,8
303,-28.928247,-50.49976,4
304,-56.869213,19.660528,2
305,-2.606279,-21.167076,8
306,-37.81417,-5.13461,8
307,14.073637,-2.2877934,6
308,-38.97315,-8.370165,1
309,-17.473104,-22.938961,1
310,-18.45298,-76.484276,3
311,-43.459045,-35.10428,1
312,-65.2588,-4.8178935,8
313,-11.219606,-76.124855,1
314,-21.723381,-49.45358,5
315,-50.919647,-52.741253,8
316,-58.78252,-2.678465,8
317,-23.98222,-74.06918,5
318,-21.926863,-47.12524,0
319,-39.597977,-54.973156,9
320,-21.462984,-28.004745,7
321,-41.605965,-40.77204,7
322,-36.68525,-37.364716,1
323,1.3760444,-77.529785,9
324,-44.051903,-18.065899,1
325,-66.65963,-7.6799912,3
326,-0.913464,-26.982391,1
327,-17.284613,-31.109001,2
328,-39.380928,-27.936956,7
329,-32.58707,-25.4613,5
330,-39.176434,-64.005745,8
331,28.746367,-52.798264,8
332,5.4567165,-30.58326,5
333,-6.6713247,-20.66356,2
334,-25.652954,-40.284897,9
335,-39.103912,-55.645477,4
336,14.964453,3.1528478,8
337,-45.558132,-32.94822,9
338,-54.51494,-45.6189,3
339,-67.213486,-17.767122,8
340,15.370236,25.263357,7
341,-38.731503,-6.9262304,1
342,8.143595,-15.977922,1
343,-35.70215,-29.69846,0
344,-69.62157,-20.152939,5
345,16.952703,-26.071932,7
346,6.5025167,-16.689552,1
347,-19.066988,-6.1984363,6
348,-63.148373,-0.320639,9
349,-54.50747,16.357885,8
350,-37.423878,-48.13161,9
351,-19.283398,29.429615,4
352,2.0910676,-71.87097,9
353,-22.407198,-45.56018,5
354,-56.061707,-48.582207,7
355,-47.453777,-30.44433,5
356,19.584291,-27.855694,9
357,-64.54575,-12.141532,5
358,-43.437218,-34.660896,6
359,7.7838616,-17.048933,8
360,-38.511932,-48.429962,1
361,-25.309437,-22.682272,7
362,-42.475628,-40.85716,0
363,-2.7838507,-15.846041,3
364,21.958471,-55.05396,5
365,-66.6999,-24.45346,9
366,-31.595007,-26.752563,1
367,-13.414019,-17.196966,0
368,-13.680046,-25.797253,8
369,4.0812836,-4.640843,6
370,-16.797163,-74.865585,4
371,-36.43821,-47.960087,9
372,-5.693223,20.53254,6
373,-38.19893,-65.21762,9
374,-7.736066,-12.057332,2
375,-15.496333,-13.544423,1
376,-31.840218,-59.095936,2
377,-3.1371944,-27.293022,5
378,-1.5845829,-68.29543,8
379,3.238962,10.2877035,9
380,-11.232671,13.838691,4
381,-45.39284,-40.081482,9
382,16.003653,-11.304268,0
383,-3.199569,-12.401359,2
384,-45.56118,-26.069897,5
385,-24.848158,-11.658367,6
386,-34.06207,-44.421326,8
387,-16.177578,0.5165718,7
388,-40.994682,-64.98108,3
389,3.8423865,14.774772,6
390,-13.024073,-12.791154,3
391,-23.346413,-23.543087,7
392,8.25709,-26.013006,3
393,29.794968,-54.53153,4
394,-3.6351843,2.388968,3
395,8.406181,-16.762442,8
396,-21.202017,-50.65711,9
397,-26.101961,-19.825617,7
398,-9.850508,-23.677979,2
399,-40.57665,-55.137783,9
400,-10.835079,-16.725786,5
401,-70.186844,-5.83921,7
402,-3.6462297,-2.5049443,6
403,-31.346128,-65.722664,5
404,-22.317703,-27.324844,0
405,-4.5572557,-15.231996,3
406,-12.699679,-6.852274,6
407,15.587614,-78.661835,1
408,-52.39949,-52.548397,4
409,-25.211706,-68.8802,8
410,-20.10531,-38.211143,0
411,-15.215845,-14.9828,4
412,6.0674877,-24.751211,1
413,13.02209,-3.3703623,6
414,-16.821606,-65.27248,8
415,-34.64388,31.659557,6
416,20.494083,24.572596,6
417,-25.509089,-20.674793,7
418,-29.74803,-55.23454,3
419,-44.903404,-62.84884,2
420,-13.4776,-13.793017,2
421,23.470968,-11.4143915,9
422,-5.987793,3.769915,3
423,-16.967335,-56.043636,0
424,-2.8890536,-20.097052,3
425,-18.43626,-66.25685,9
426,14.213599,28.345001,5
427,10.568364,-1.0178407,6
428,-50.768326,-52.47483,7
429,-3.467582,-27.557896,7
430,-37.7954,-2.4656053,8
431,-26.244959,-29.772732,5
432,2.9861047,-0.9102817,0
433,-29.94169,-55.09031,0
434,-34.027866,-9.513797,1
435,-66.37077,-8.089956,6
436,-9.822334,-19.489065,3
437,-66.24998,-3.8097582,6
438,-21.010351,-53.388535,3
439,-12.194315,-12.59031,3
440,-44.254025,-40.68619,0
441,7.967985,23.001087,2
442,-68.26613,-1.2111971,7
443,-38.35187,-26.531591,9
444,-4.023447,-13.743629,0
445,-20.742666,-25.736702,0
446,-4.733756,-75.768394,9
447,-32.56056,-58.750843,0
448,-51.403706,-52.443604,7
449,-2.3769658,-61.524284,0
450,-41.01735,-57.116413,7
451,-68.27303,-1.1557511,1
452,-31.410732,-66.75485,8
453,-37.976456,-21.677485,8
454,-26.44091,-62.02382,4
455,-73.52722,-8.262618,9
456,-24.535017,-73.58295,0
457,-20.008663,-53.134354,8
458,-25.784386,-27.209784,7
459,16.928495,0.43241113,4
460,-25.254044,-16.237392,6
461,-21.746082,-35.324017,0
462,-23.94771,-33.16485,8
463,-23.941082,6.282556,2
464,-35.053173,-68.443665,0
465,-31.161337,-38.891125,4
466,-24.613186,1.7908069,6
467,-39.33833,-45.307877,0
468,-16.783373,-12.093995,2
469,21.840494,-4.999963,3
470,-3.8883643,-24.898159,2
471,-18.832132,-25.015614,7
472,-17.126957,-50.32753,8
473,-20.903122,-34.516693,5
474,-13.745037,-5.24685,2
475,8.320162,-13.43196,6
476,-23.801615,21.971859,4
477,-41.799442,-40.723698,6
478,-2.563406,6.5464053,1
479,-23.877346,8.956116,8
480,-7.2967725,-6.753895,4
481,-20.005047,-49.088776,1
482,4.0395846,-15.256992,2
483,-2.4275057,-15.407321,5
484,2.6646197,-20.72468,5
485,-26.687162,-20.420397,1
486,-1.2594715,-16.832975,4
487,-6.7300224,-29.583267,4
488,-1.453523,-67.83445,0
489,-28.58059,-30.478846,0
490,-17.589594,-8.627487,2
491,-16.28626,-12.214681,4
492,-7.759803,6.3337703,5
493,-20.275446,-74.34484,7
494,3.2743936,-13.73859,7
495,-12.843145,-13.882641,2
496,-21.260975,-52.97705,4
497,-25.420801,-24.41455,5
498,-19.88504,-35.598152,3
499,44.435802,20.899551,0
500,-28.773785,-49.15191,3
501,-13.5469265,-46.532566,2
502,-44.07466,-45.832157,2
503,-23.808666,-48.90012,3
504,-0.89271194,-22.75457,8
505,-0.18866944,-4.740555,5
506,-20.420185,-47.958332,0
507,-45.86169,28.623777,7
508,-46.842293,-62.258266,9
509,-22.696697,31.374107,8
510,-60.054844,-0.9027283,1
511,-22.67197,-41.776386,0
512,-55.534157,-2.3803036,8
513,-21.154976,-21.553268,3
514,-67.04032,-34.675247,4
515,-44.16535,5.653712,8
516,-8.905958,-43.074066,2
517,-44.67846,-38.158035,7
518,29.121513,-50.594364,7
519,-42.793015,-10.3188305,1
520,-13.990092,-16.967945,2
521,-23.24988,-26.37661,0
522,-13.160995,-46.265453,7
523,-67.36354,-35.557476,9
524,-8.789142,-44.78399,1
525,-17.303617,-61.36083,7
526,-47.531567,-32.09894,9
527,-2.2105706,-38.9638,3
528,-2.663053,-3.8330948,6
529,16.205826,2.5708,7
530,-55.659668,-49.259586,1
531,-3.5866547,-83.59833,2
532,-50.334568,-14.120301,9
533,17.441359,-28.939201,0
534,-3.0039406,-76.440575,5
535,-25.211502,-16.24901,6
536,-44.117523,-55.513477,6
537,-36.29116,-62.669876,2
538,-5.2168994,-42.883244,7
539,-54.15852,-50.485096,5
540,-20.309313,-38.519245,2
541,-37.188858,-48.46397,1
542,-44.646763,-46.6817,4
543,-15.443943,-14.833314,3
544,-65.74434,-18.195864,1
545,-0.057335183,-4.691195,4
546,-9.575512,-77.579124,2
547,0.7446467,4.211371,4
548,-29.073734,-16.055511,9
549,-1.3095521,-23.55727,7
550,-13.117572,-14.062302,3
551,7.583995,-28.064606,5
552,-8.674176,-77.06488,1
553,-54.579502,-15.934006,4
554,-25.734558,-20.695526,7
555,6.9134693,-71.42792,0
556,-20.222857,-38.619793,6
557,3.8598773,-60.382973,4
558,-50.37167,-43.91041,4
559,2.9799783,-27.926872,4
560,-52.09834,-37.2751,0
561,-55.56274,-49.385643,1
562,-10.452282,-10.65936,2
563,-32.803825,-68.41988,9
564,-22.720636,-22.643576,9
565,-38.634426,-46.342068,0
566,7.942338,-18.541538,8
567,-45.40198,-56.149193,2
568,-13.025497,-13.127754,2
569,-4.960812,-38.630352,1
570,-8.3378315,-42.01719,5
571,38.598442,12.651525,6
572,-5.931432,-47.363476,8
573,-17.512295,-72.123955,6
574,2.334502,10.602019,6
575,-56.745823,-33.762913,9
576,-27.089367,-50.223103,0
577,4.008872,-61.378235,7
578,-34.018394,-66.50254,8
579,-47.8971,-1.8659836,1
580,4.7349396,-11.518584,6
581,-27.473188,-50.460415,0
582,-26.666447,-50.766273,9
583,-3.2753837,5.9789376,4
584,-46.167233,-56.000454,7
585,-60.75348,-5.9399056,2
586,-52.73566,13.760047,6
587,-11.267167,-12.135606,3
588,-3.62991,-61.13043,7
589,16.295036,-78.848434,4
590,18.828442,-76.292694,2
591,-34.449142,6.2457356,4
592,-64.835945,-9.614275,0
593,-18.960516,9.765714,6
594,-36.75155,-41.069565,9
595,-40.14913,-45.981335,8
596,-6.963175,-47.24348,9
597,-19.920183,-24.214832,6
598,12.164336,-76.10721,0
599,-2.3263974,-61.555622,1
600,-4.321601,-27.602423,4
601,-47.35258,-48.375214,5
602,6.990856,-25.239136,1
603,-63.646816,-32.82568,1
604,-0.89786196,-68.536514,5
605,-52.702034,-44.68225,0
606,-52.475376,-46.146538,4
607,-21.227978,-45.97044,0
608,-28.302721,-38.446663,2
609,-32.270844,-13.614314,0
610,-12.078793,-74.609795,8
611,-16.832222,-56.717392,5
612,-26.60191,-51.164963,7
613,-16.225636,-18.519302,7
614,6.412494,-32.181213,1
615,-12.735545,-73.55091,9
616,-6.0903063,-39.30532,7
617,-22.501823,-22.534712,5
618,9.273481,-26.942265,8
619,-15.02546,-53.084988,0
620,-52.15454,12.486165,6
621,16.028671,-57.535076,5
622,-29.446722,-39.169716,2
623,18.193726,-43.458218,8
624,-13.414291,-65.066895,0
625,1.7780547,-30.633238,7
626,14.07245,-75.45818,1
627,-14.81728,-36.33437,8
628,-51.74229,-46.862198,7
629,-33.82925,-36.422306,2
630,24.847424,-43.894985,7
631,12.974244,-76.31207,9
632,-19.59694,-67.50229,2
633,-45.165215,-47.058388,3
634,-17.74376,-47.948254,4
635,-64.10203,-5.6644554,6
636,8.150879,-34.48269,3
637,-10.226203,-27.132345,5
638,-5.519652,-73.74771,6
639,10.271225,-10.070255,6
640,-22.683699,-21.556879,0
641,-24.54239,-72.9776,5
642,-1.6580765,-25.119299,4
643,-70.86285,-24.780573,2
644,-1.5095618,-44.154793,8
645,0.20177701,-11.260242,6
646,-18.937902,-47.47184,4
647,-52.615517,-33.93018,2
648,-31.32487,-60.06713,0
649,-33.10956,-39.826336,5
650,-52.64601,-14.061516,2
651,6.541481,-70.81795,5
652,-34.111343,-6.3955092,0
653,-34.350147,6.2179084,8
654,-31.775244,-51.783768,0
655,-5.5004044,-39.113407,5
656,-50.206657,-43.877495,4
657,0.8450579,-40.643475,4
658,-16.492212,-14.185999,3
659,-9.384493,-18.70228,5
660,-34.01915,-67.24273,7
661,-3.4819205,-42.318314,2
662,-48.66029,-45.526455,8
663,8.566384,-24.012606,4
664,11.461238,-62.104023,9
665,-45.610428,-47.354397,3
666,-56.732285,-1.5172698,6
667,-9.133882,-77.32574,1
668,15.627356,-78.548744,4
669,-38.968895,-64.23757,9
670,-19.619217,-64.60785,7
671,-22.191782,-21.904152,9
672,-19.141434,-25.124609,6
673,7.0256143,-25.752417,4
674,-19.737661,-16.137503,3
675,-39.003674,-46.722244,0
676,-16.40692,-12.154369,3
677,-42.321964,-6.619156,2
678,-23.067772,31.106672,8
679,-35.563076,-62.363125,2
680,-35.04831,-66.573235,5
681,-60.53351,5.120759,8
682,-33.30174,-67.821045,5
683,-33.737926,-43.846935,0
684,-20.971,-45.631996,7
685,-68.80287,-9.219511,0
686,1.4272909,-76.90458,7
687,27.463993,-51.12783,5
688,-34.070522,-64.571304,2
689,-41.966564,-36.883007,5
690,-32.937904,-68.59754,7
691,-48.486465,-45.5256,5
692,-24.275036,-61.522053,7
693,-9.535328,-53.413795,5
694,41.620575,4.166345,6
695,-12.412494,-74.013565,2
696,7.9766917,-8.146957,6
697,-16.516253,-18.356943,3
698,1.4984244,-59.484753,1
699,19.330788,-79.65586,0
700,-51.52961,-47.250114,7
701,-52.503426,-46.174374,4
702,-11.12813,-59.677708,7
703,-40.1523,-45.089302,5
704,0.69562125,-20.23618,4
705,-8.718417,-78.507614,8
706,-66.85379,-35.018536,9
707,-10.399209,-18.021463,1
708,-1.6678993,-50.883564,9
709,3.2667892,-23.516537,7
710,-20.573399,-66.984634,3
711,-46.815872,-30.49878,9
712,-7.384348,-25.262684,1
713,-48.36061,-50.007133,1
714,-14.103288,-74.452034,6
715,12.537469,-80.32167,0
716,-36.17121,-61.995544,9
717,-0.6745899,-49.10377,7
718,0.93042624,-24.0695,3
719,-22.252707,-56.13335,8
720,-15.319711,-16.794735,1
721,0.86251086,-24.789732,3
722,-20.158953,-19.91429,8
723,3.6602323,-12.68115,7
724,-11.374243,-59.280556,4
725,1.338118,-76.69737,9
726,-43.3447,-58.712162,9
727,-41.29215,13.052133,5
728,-3.1338449,-12.637948,2
729,-19.83541,-10.480027,3
730,-44.556828,-27.408348,1
731,-49.271908,-8.52615,5
732,-35.4112,-62.24506,0
733,-21.260988,-26.554379,0
734,-44.177036,-21.43053,4
735,-40.61538,-57.79594,0
736,-3.0555964,-29.840918,7
737,24.093092,-56.52392,2
738,-8.454677,-19.739166,8
739,-12.777401,-20.469706,4
740,-2.4622738,-53.718773,9
741,-18.484543,-64.8516,1
742,-71.01984,-14.962393,9
743,-32.611332,-39.824497,4
744,-53.670597,10.063888,4
745,-20.445745,-26.794952,6
746,-15.890376,-65.16335,6
747,-8.059359,-50.049435,1
748,-6.417125,-48.51607,8
749,-28.923143,-49.86456,7
750,-49.778164,-43.420017,9
751,-6.369918,20.210302,6
752,-24.923916,-20.166897,2
753,-4.678806,-18.756649,6
754,27.016644,-51.441586,8
755,-19.377016,-64.68689,9
756,-60.43597,-6.326308,1
757,-12.666985,-73.481,3
758,-20.725,-45.971367,0
759,-44.733868,-22.002043,5
760,-20.703243,-66.35724,7
761,-16.343088,-13.955992,2
762,1.6873128,-71.19047,0
763,-33.19651,-67.36952,9
764,0.7725189,-51.591095,9
765,-50.96103,-47.39477,7
766,-41.92617,-36.96577,6
767,-59.408524,-15.613292,2
768,-30.113659,-39.275593,3
769,8.556169,-33.862625,2
770,-5.23867,-39.42172,9
771,-59.65165,-15.791111,8
772,1.6812869,-59.29606,7
773,15.827539,-56.688343,2
774,-44.4912,-18.09111,8
775,-0.22195949,-3.865725,3
776,-52.138145,-37.245804,4
777,-61.069855,-21.709715,9
778,0.8719339,-70.47293,0
779,6.0064993,-32.397545,1
780,-53.84587,-46.66932,6
781,-61.748737,-26.45623,7
782,-56.77254,-16.62598,2
783,-19.22782,-6.442471,5
784,3.5265265,-25.973562,4
785,-58.808475,-16.844313,8
786,7.285829,-33.807327,9
787,-15.912227,-65.37336,4
788,-45.94386,-52.20698,9
789,-45.844036,-55.95686,1
790,-10.289666,2.3105679,5
791,-7.9680576,-53.727608,5
792,-16.701906,-63.160046,5
793,-36.744175,-40.897663,0
794,1.1922894,-76.71059,0
795,7.939809,-34.982784,5
796,-3.552065,-6.2330227,2
797,-36.70793,-25.401937,0
798,-39.81792,-55.775303,3
799,-62.97987,-17.728447,1
800,-66.028915,-34.63807,4
801,-40.88946,33.103592,8
802,-5.503093,-46.3405,3
803,-11.203836,-9.738774,6
804,15.225069,19.849808,4
805,-12.237084,17.314308,5
806,-43.933083,-55.549374,5
807,-3.107493,-59.07804,8
808,3.93618,-60.32909,0
809,0.89627516,-13.318647,5
810,-2.6964507,-22.515905,6
811,-26.037,2.1527693,3
812,-38.877384,-44.80436,2
813,6.485031,-32.07972,7
814,-41.179848,-8.635348,6
815,-60.90931,-6.317924,6
816,-60.979053,12.308696,5
817,-59.620377,-14.154235,9
818,-20.944675,-45.80662,9
819,-9.161564,-19.870329,1
820,-24.758747,-19.958092,2
821,-44.49534,-18.052029,8
822,-4.4388847,-27.366419,8
823,-13.052715,-13.328608,2
824,-19.112228,-33.19268,9
825,-44.746914,-54.519146,5
826,-38.370434,-42.527702,7
827,8.200767,-8.392484,6
828,-39.99787,-14.71635,1
829,-22.24339,-22.082022,5
830,-39.0569,-46.23576,4
831,-1.0573294,-50.51784,1
832,-63.686596,-15.5634,2
833,-50.30664,-14.260051,5
834,-14.624023,-12.131005,4
835,26.898993,2.2819433,6
836,-52.818073,-16.370037,2
837,-33.13482,-66.40293,1
838,10.30834,-75.770874,8
839,17.123997,-81.352684,0
840,22.581207,-41.724815,3
841,10.374187,-75.48123,8
842,9.717992,-25.997044,3
843,-37.827198,-56.06364,8
844,-9.902009,-18.64655,8
845,0.9587269,-74.770294,9
846,-0.3383114,-67.442566,2
847,-36.88018,-47.701935,9
848,-33.763973,-27.57991,1
849,-7.2598934,-77.67736,0
850,-17.90746,-48.555557,4
851,-9.486772,-53.3704,5
852,-20.497707,-31.742693,6
853,-15.916905,-75.33997,1
854,-17.80774,-61.509853,9
855,-25.783234,-41.146194,3
856,-4.1672173,-81.24708,9
857,3.805249,-60.57202,7
858,-4.747856,-26.868614,3
859,-0.7896661,-66.82884,5
860,-40.93544,32.80657,8
861,-21.728067,-49.95792,3
862,-44.441025,-21.508158,1
863,-40.133327,-1.8359091,8
864,1.4756757,-71.33139,1
865,-39.688618,-44.661,0
866,-21.36154,-46.14674,1
867,-26.036184,10.25008,7
868,-5.345604,-45.962296,3
869,23.697685,-55.87218,3
870,-57.998634,14.311636,6
871,-21.363825,-45.9335,3
872,24.046808,-55.85778,2
873,-15.343917,-29.9017,9
874,-9.818453,-78.30066,1
875,-8.339833,-17.178976,2
876,-44.561665,-27.425392,3
877,-61.65417,9.482508,9
878,-14.160643,-49.532085,3
