,col1,col2,label
440,-12.2091675,41.037495,zero
441,-23.772696,-33.218903,zero
442,52.082005,31.40718,zero
443,-44.081474,-38.799706,zero
444,27.625038,68.46844,zero
445,40.793915,-1.8431555,zero
446,7.3006544,-15.9372635,zero
447,70.46614,12.277018,zero
448,43.769257,54.800205,zero
449,-21.115738,0.7981831,zero
450,-19.232761,46.667706,zero
451,55.343105,12.275566,zero
452,7.7015185,13.983238,zero
453,52.05067,46.22573,zero
454,43.360016,23.97505,zero
455,36.523827,61.982536,zero
456,29.635792,45.544544,zero
457,9.957508,29.557308,zero
458,56.10434,-23.191772,zero
459,-12.842829,-5.521822,zero
460,14.141191,-3.138921,zero
461,33.626938,12.910275,zero
462,10.91783,71.42729,zero
463,4.1872687,-1.5007694,zero
464,4.5370784,24.36326,zero
465,36.202827,-18.921076,zero
466,29.89151,-35.985577,zero
467,67.77985,-12.742018,zero
468,41.91638,-36.396336,zero
469,-0.054271836,-57.56936,zero
470,63.287415,-16.697605,zero
471,32.532845,-0.8932261,zero
472,-16.552456,-43.20503,zero
473,29.225903,42.969017,zero
474,-53.41153,0.38611013,zero
475,47.82724,-19.293009,zero
476,21.915844,-9.545792,zero
477,47.44127,36.836365,zero
478,46.25788,26.76322,zero
479,-11.103893,-7.715259,zero
480,6.8832355,24.601387,zero
481,-65.84648,-32.47634,zero
482,66.289696,1.1519048,zero
483,12.861678,-55.124863,zero
484,65.77629,-17.128185,zero
485,-66.608635,-36.93016,zero
486,28.409033,24.824083,zero
487,32.841076,-46.73597,zero
488,-1.8750367,-2.5146093,zero
489,-58.6141,25.40665,zero
490,-11.007144,-10.590071,zero
491,-1.3187702,-42.218784,zero
492,22.089502,2.3307927,zero
493,36.140373,18.628138,zero
494,-1.6916059,53.772038,zero
495,-30.97884,-37.071445,zero
496,-16.917793,-40.558758,zero
497,-47.73261,33.181633,zero
498,-59.464252,-35.7241,zero
499,54.55533,23.030344,zero
500,76.747635,4.1155276,zero
501,-62.630672,-27.06416,zero
502,66.33308,44.90386,zero
503,32.60734,10.863752,zero
504,42.720295,10.761391,zero
505,-30.455473,-12.605385,zero
506,-0.34883723,-19.738409,zero
507,18.931078,39.03343,zero
508,-12.9931965,61.987125,zero
509,-4.1899858,-44.80063,zero
510,2.7225132,61.00558,zero
511,-40.696823,-14.029638,zero
512,4.3099394,-52.804134,zero
513,-71.00634,9.128876,zero
514,57.72776,-13.149032,zero
515,6.7263694,-2.6798682,zero
516,37.641552,27.869343,zero
517,46.66193,-38.251442,zero
518,27.079193,-34.47509,zero
519,6.884735,-29.849363,zero
520,-48.275627,-29.025423,zero
521,24.209196,24.434267,zero
522,-45.8041,50.22968,zero
523,-29.644215,20.177402,zero
524,-29.053812,14.606475,zero
525,42.50931,23.64776,zero
526,-4.388584,-9.681734,zero
527,24.553228,-2.1287715,zero
528,-55.195595,-0.32702628,zero
529,-75.879974,14.762326,zero
530,13.044316,-10.576593,zero
531,34.263363,25.208878,zero
532,5.722156,-54.305096,zero
533,-5.668054,38.25091,zero
534,-70.60974,9.724712,zero
535,2.9559398,-57.09605,zero
536,-51.60821,-40.74222,zero
537,-11.470966,20.517002,zero
538,68.479645,10.226534,zero
539,59.058865,32.304585,zero
540,6.7063503,22.670582,zero
541,28.637316,45.707527,zero
542,-0.29825765,62.139954,zero
543,-13.688808,-8.852462,zero
544,30.985441,42.89004,zero
545,30.831812,43.911655,zero
546,38.232803,17.305286,zero
547,55.439816,18.645668,zero
548,9.080606,-1.6400943,zero
549,38.692513,61.632824,zero
550,-3.2966633,-29.376583,zero
551,-7.239752,34.990875,zero
552,46.449684,-68.79394,zero
553,22.413305,-1.8799546,zero
554,51.10587,10.045094,zero
555,-39.267723,5.5868053,zero
556,15.524413,-35.477657,zero
557,16.354582,-37.6193,zero
558,38.341118,28.934717,zero
559,-8.758985,-33.080196,zero
560,7.5863457,53.362293,zero
561,-21.03174,11.120356,zero
562,66.039764,-24.17895,zero
563,39.416794,-28.079262,zero
564,-15.174628,-14.137201,zero
565,36.463284,-24.10345,zero
566,59.649845,30.946617,zero
567,24.294624,46.52649,zero
568,4.05349,2.871762,zero
569,-40.35742,0.4574481,zero
570,28.328579,41.715187,zero
571,55.095047,-4.8313956,zero
572,-21.736444,-30.775187,zero
573,64.92273,-11.625527,zero
574,4.200039,-31.410767,zero
575,23.123062,42.301884,zero
576,-14.494534,-10.141701,zero
577,-50.9717,30.340113,zero
578,-4.0337257,-13.637659,zero
579,13.595977,13.197176,zero
580,-7.8051457,21.63679,zero
581,-8.5092745,-7.8396597,zero
582,60.552692,-22.723936,zero
583,8.247175,-18.533361,zero
584,47.589256,7.4990306,zero
585,-51.21738,35.148735,zero
586,45.318,21.15667,zero
587,54.808506,-39.767975,zero
588,-13.422554,11.627554,zero
589,18.560926,50.836212,zero
590,53.05621,43.53304,zero
591,-29.006575,27.940973,zero
592,54.041626,1.8569231,zero
593,62.86686,15.409691,zero
594,30.254461,33.5101,zero
595,44.967693,28.351456,zero
596,44.605183,22.159065,zero
597,14.850396,-62.541176,zero
598,36.361187,-15.494041,zero
599,19.354069,27.350382,zero
600,-5.293489,49.562748,zero
601,6.692882,-21.907692,zero
602,54.524094,21.293554,zero
603,-8.197306,-10.113623,zero
604,20.812336,33.184338,zero
605,-49.121624,4.6241536,zero
606,-11.112422,-11.122671,zero
607,64.93149,-10.378253,zero
608,-41.69004,26.30598,zero
609,52.618233,-7.026488,zero
610,19.946276,10.368323,zero
611,-44.90717,4.463924,zero
612,-39.330105,-6.962208,zero
613,27.828154,33.959538,zero
614,58.10574,44.201977,zero
615,-4.524491,46.864723,zero
616,37.642456,-8.968577,zero
617,21.50129,43.962215,zero
618,-84.15403,13.611271,zero
619,-68.56143,5.4035406,zero
620,40.175278,30.169487,zero
621,39.19356,-30.83205,zero
622,3.685386,-55.149265,zero
623,-9.440781,-1.0784826,zero
624,11.20865,43.852554,zero
625,-63.399986,3.8270948,zero
626,43.28729,-6.059791,zero
627,-22.485638,-27.970245,zero
628,-7.7033515,56.93368,zero
629,43.9152,13.329142,zero
630,48.98983,-28.97947,zero
631,22.512878,-15.476604,zero
632,13.351871,45.842567,zero
633,9.096839,-8.291908,zero
634,-4.6107984,43.772877,zero
635,-29.668377,24.460505,zero
636,-52.947765,-26.226921,zero
637,44.965595,-68.82067,zero
638,26.797522,50.610683,zero
639,0.30398113,25.928988,zero
640,47.444187,-16.403141,zero
641,-8.318087,-40.420486,zero
642,0.06760762,67.54713,zero
643,11.612449,60.183918,zero
644,32.633522,35.73853,zero
645,25.131222,16.852701,zero
646,-4.688044,37.266582,zero
647,4.216593,-4.2422204,zero
648,46.628212,13.643437,zero
649,2.1178906,-20.759172,zero
650,-34.484028,-4.656312,zero
651,-28.959005,-14.302984,zero
652,12.401529,8.49704,zero
653,28.074444,-30.497936,zero
654,-35.538937,44.020966,zero
655,-45.92938,50.33953,zero
656,-3.1983378,-5.768493,zero
657,52.701595,47.31622,zero
658,34.94225,-4.2447615,zero
659,1.2446204,17.660795,zero
660,56.98804,19.768475,zero
661,17.577343,57.37066,zero
662,-21.605015,5.0382404,zero
663,-1.4329807,-4.6721315,zero
664,8.742698,-11.650047,zero
665,55.588657,-37.98616,zero
666,-51.73519,24.861544,zero
667,-7.1064973,-7.588923,zero
668,39.096966,-8.72933,zero
669,47.043148,31.111006,zero
670,-30.018251,-27.869734,zero
671,-9.249887,-17.776787,zero
672,-14.312259,-9.631563,zero
673,-33.236504,3.2238595,zero
674,18.746338,-34.96013,zero
675,9.852046,21.323385,zero
676,-3.4077404,62.73426,zero
677,7.529876,11.526231,zero
678,36.7255,-18.489565,zero
679,31.966553,4.4330087,zero
680,8.353826,0.013491729,zero
681,-25.593996,27.250532,zero
682,50.191517,-6.630269,zero
683,46.181057,0.06407182,zero
684,6.9734497,62.449104,zero
685,57.29663,41.964447,zero
686,36.09056,-17.801481,zero
687,42.571636,-40.411026,zero
688,-17.805353,48.01232,zero
689,-49.6921,-31.302141,zero
690,-10.241289,-55.335754,zero
691,-3.3056965,7.9882426,zero
692,84.789,-2.0054493,zero
693,36.63284,11.843519,zero
694,8.087874,-6.692505,zero
695,51.876987,9.812138,zero
696,2.1107445,-16.441854,zero
697,18.108202,-55.211952,zero
698,43.505882,7.953642,zero
699,43.107246,36.41313,zero
700,-40.98634,32.281555,zero
701,-2.0442128,-16.881,zero
702,-8.6325445,49.57149,zero
703,6.642231,-53.18852,zero
704,33.59803,26.862436,zero
705,14.592387,-62.511765,zero
706,-26.272978,54.482563,zero
707,58.616383,18.67218,zero
708,-4.133156,-64.2116,zero
709,-16.622166,-35.067814,zero
710,16.203583,27.690975,zero
711,45.07139,21.968441,zero
712,-19.839458,-26.618965,zero
713,35.634586,3.6067982,zero
714,61.36365,-21.764694,zero
715,52.06282,22.301228,zero
716,-37.697315,44.594696,zero
717,-10.42479,-22.384089,zero
718,53.95505,-4.128127,zero
719,14.792802,47.07892,zero
720,-43.349575,-2.4944205,zero
721,-53.39252,-41.338654,zero
722,61.134964,-9.568413,zero
723,-26.284721,39.63006,zero
724,5.641183,-7.424544,zero
725,47.096626,-26.365301,zero
726,55.314327,11.92355,zero
727,17.025414,8.239784,zero
728,13.520856,-7.046014,zero
729,8.640111,-9.680393,zero
730,40.36592,-23.49522,zero
731,-34.16497,43.115623,zero
732,-13.674764,-0.9386875,zero
733,54.161064,-26.395779,zero
734,60.996902,31.066002,zero
735,4.6846914,-18.542265,zero
736,42.52544,2.8169775,zero
737,29.17625,39.974148,zero
738,-14.229547,-11.483393,zero
739,-31.425669,-31.881657,zero
740,11.594325,50.640423,zero
741,-0.6170033,-4.9666576,zero
742,70.34326,-6.0815616,zero
743,52.843464,-0.87007755,zero
744,51.41995,9.036659,zero
745,-37.155506,50.945442,zero
746,-62.052853,-26.691444,zero
747,27.558775,-5.5091257,zero
748,13.694742,-13.987273,zero
749,2.4311178,43.947376,zero
750,-28.759045,-2.937598,zero
751,16.698044,-10.015823,zero
752,59.811993,-2.7687693,zero
753,-17.677532,58.447945,zero
754,63.351555,21.828354,zero
755,-33.384087,54.973804,zero
756,-10.069341,43.195595,zero
757,44.352158,21.90811,zero
758,-17.49614,27.25765,zero
759,-55.0675,26.674667,zero
760,55.167385,-20.160933,zero
761,24.568253,-10.7213335,zero
762,64.42118,-37.943108,zero
763,15.72476,66.0031,zero
764,-4.864861,-37.452457,zero
765,-42.533386,35.563522,zero
766,-11.133239,-8.81587,zero
767,-16.348307,-21.596485,zero
768,15.523883,-31.674513,zero
769,19.553883,30.655794,zero
770,-62.640297,-26.631395,zero
771,18.918385,37.17091,zero
772,-0.16768123,-4.9234614,zero
773,50.39501,-14.356248,zero
774,57.50113,17.866354,zero
775,58.749767,19.933765,zero
776,-19.30001,-23.438622,zero
777,-19.91178,48.18649,zero
778,56.381207,40.327465,zero
779,32.32122,-26.591022,zero
780,25.664948,54.000603,zero
781,-5.763366,7.6247773,zero
782,19.564016,-8.730701,zero
783,26.813473,49.601856,zero
784,75.33001,7.6001844,zero
785,14.408179,-23.270493,zero
786,-85.76935,8.276549,zero
787,36.968414,44.071358,zero
788,32.541157,-62.80731,zero
789,0.6754717,53.585697,zero
790,11.039757,-47.370983,zero
791,61.552673,1.7366321,zero
792,38.979904,24.652866,zero
793,-14.6584425,27.661238,zero
794,36.983273,-33.842392,zero
795,17.918034,-51.418358,zero
796,85.13024,-0.5956055,zero
797,-68.66569,5.344715,zero
798,-21.346827,-36.23469,zero
799,34.865273,14.765496,zero
800,-0.25870875,-52.619984,zero
801,-2.6095352,35.851654,zero
802,21.691528,4.995037,zero
803,26.281979,36.103367,zero
804,-35.59695,-2.2221355,zero
805,32.03157,7.083096,zero
806,29.195316,47.012756,zero
807,44.271275,21.769295,zero
808,46.533806,-22.321005,zero
809,-31.462212,-20.91463,zero
810,26.157505,22.51882,zero
811,8.353022,62.893375,zero
812,44.15415,45.855328,zero
813,25.148825,-56.112514,zero
814,-22.628633,-41.576687,zero
815,-21.32264,32.975822,zero
816,-17.630322,67.58629,zero
817,37.07553,6.7945023,zero
818,84.29747,-12.707647,zero
819,85.41435,-14.116072,zero
820,11.313311,5.3369966,zero
821,53.11824,-5.425008,zero
822,37.47472,-10.525641,zero
823,22.457638,39.62158,zero
824,23.231003,40.904926,zero
825,44.41845,1.7979455,zero
826,68.88199,-7.876388,zero
827,-11.052158,-20.4379,zero
828,-6.805848,29.70181,zero
829,-12.040086,8.350843,zero
830,30.767128,-6.578797,zero
831,43.90269,5.914513,zero
832,9.383466,-11.004385,zero
833,52.918003,-1.125144,zero
834,29.690645,-37.769363,zero
835,-83.97242,15.184016,zero
836,76.41531,8.2187605,zero
837,-47.545204,54.76289,zero
838,-11.994731,61.909477,zero
839,-30.817402,16.399178,zero
840,77.594666,23.251017,zero
841,62.370983,17.455217,zero
842,47.807705,9.096741,zero
843,24.983643,32.60177,zero
844,-4.4134984,53.979626,zero
845,11.896916,-53.969913,zero
846,3.000752,-57.38523,zero
847,-3.776605,67.5771,zero
848,-44.804466,-14.185498,zero
849,-40.664787,9.241324,zero
850,13.931988,26.397827,zero
851,-41.64046,23.188234,zero
852,40.152958,-17.665592,zero
853,49.935516,-42.54669,zero
854,-22.38888,-22.13418,zero
855,43.5414,-5.60725,zero
856,21.86669,-4.088428,zero
857,-26.28978,-11.895675,zero
858,-12.783052,11.606995,zero
859,23.217022,38.0135,zero
860,17.612791,44.97425,zero
861,-34.13502,-11.908543,zero
862,4.6663356,-16.937363,zero
863,-7.8273373,34.007114,zero
864,4.5968075,5.350773,zero
865,51.55152,15.033568,zero
866,8.287171,46.656933,zero
867,50.686817,20.432693,zero
868,35.111298,-52.997864,zero
