,col1,col2,labels
74,25.351776,35.429943,zero
75,-27.955156,0.033463083,zero
76,5.524107,34.202126,zero
77,18.447697,-1.1242045,zero
78,-4.9260397,-1.0280694,zero
79,-3.6097562,-64.67873,zero
80,9.135893,-22.112513,zero
81,-35.33659,-20.11908,zero
82,-74.46948,15.639394,zero
83,52.70531,5.2880483,zero
84,3.7804694,70.61056,zero
85,57.688522,32.41758,zero
86,29.900393,58.281822,zero
87,-38.999775,-48.548157,zero
88,26.749418,-44.39522,zero
89,45.540085,-48.699028,zero
90,57.273636,24.023178,zero
91,-36.864693,-0.89332557,zero
92,38.005795,-37.075764,zero
93,16.473942,4.9762144,zero
94,14.476178,8.132633,zero
95,-4.9397197,16.616777,zero
96,-30.615665,-64.33812,zero
97,15.409014,-70.28645,zero
98,-14.670979,20.084915,zero
99,-31.789967,-18.882956,zero
100,-21.505232,30.321331,zero
101,27.549639,-46.62626,zero
102,4.225117,51.66438,zero
103,-55.26138,35.266228,zero
104,-2.2645097,15.184657,zero
105,19.560974,-29.957115,zero
106,51.985126,37.771053,zero
107,52.659767,-21.240774,zero
108,40.104847,26.19208,zero
109,57.104614,57.860306,zero
110,-15.812693,-7.0144644,zero
111,69.790054,-2.1978498,zero
112,53.10883,32.224426,zero
113,-12.383163,-58.27935,zero
114,-36.987316,-50.080414,zero
115,25.074833,-43.271286,zero
116,39.43394,-12.408145,zero
117,14.732904,-24.286268,zero
118,-32.082127,-7.57809,zero
119,10.670154,-27.284927,zero
120,11.933023,29.778185,zero
121,28.377256,0.85134906,zero
122,27.869081,-2.8989666,zero
123,35.61021,-16.068598,zero
124,-24.358614,26.215845,zero
125,4.424253,-33.053013,zero
126,-14.464165,8.922748,zero
127,17.497755,-2.2204218,zero
128,9.335249,-64.48482,zero
129,-29.003218,-45.395676,zero
130,-1.6082488,3.35941,zero
131,52.174553,-35.619503,zero
132,37.29051,24.999104,zero
133,30.59471,-43.014244,zero
134,26.61986,35.749763,zero
135,41.257458,58.64865,zero
136,60.54335,23.734894,zero
137,-0.6777773,-42.34813,zero
138,-12.474705,-75.83132,zero
139,59.37169,24.044909,zero
140,40.005726,-6.216911,zero
141,66.99132,16.655497,zero
142,-18.90407,11.662258,zero
143,-45.15018,24.424383,zero
144,63.655613,-6.0487475,zero
145,-31.565071,22.865759,zero
146,-24.789654,-56.631058,zero
147,1.7754749,12.1188545,zero
148,1.7160866,33.234287,zero
149,11.306964,-24.74684,zero
150,38.522926,-38.463467,zero
151,-33.74476,37.342846,zero
152,31.840197,7.2924943,zero
153,3.8724082,27.302876,zero
154,-50.24312,25.863575,zero
155,-18.202465,-12.039891,zero
156,2.4751809,29.67276,zero
157,18.717178,-27.3312,zero
158,48.58943,-35.957798,zero
159,30.670317,42.18667,zero
160,-50.716938,-16.230898,zero
161,65.27992,-17.91884,zero
162,-19.877968,-26.736208,zero
163,8.907664,34.311157,zero
164,-32.212055,16.284119,zero
165,-5.2133803,-71.09342,zero
166,-15.853733,43.831684,zero
167,28.109661,-73.618614,zero
168,26.988968,-40.534794,zero
169,14.573482,65.30536,zero
170,7.2560515,-63.658966,zero
171,34.69804,-60.2667,zero
172,-5.3629713,-78.97824,zero
173,-19.637995,46.826973,zero
174,-23.25781,26.889057,zero
175,-8.779752,7.713055,zero
176,46.63337,23.602503,zero
177,13.795442,70.795204,zero
178,-25.55211,56.49421,zero
179,63.315914,28.664127,zero
180,47.268757,-49.465565,zero
181,27.982819,-41.22829,zero
182,8.880998,52.319862,zero
183,43.340076,20.047382,zero
184,48.017605,25.927597,zero
185,36.397243,-21.92267,zero
186,-35.399418,24.752066,zero
187,2.4105465,29.55419,zero
188,-1.2029841,-25.249424,zero
189,-25.420475,30.82847,zero
190,33.551937,-39.481606,zero
191,52.988117,37.911186,zero
192,-4.9564214,9.441439,zero
193,-28.429977,17.018232,zero
194,-30.073887,-68.993454,zero
195,51.959114,13.559669,zero
196,-15.222178,-60.42263,zero
197,-43.96208,25.312853,zero
198,39.16943,-62.88106,zero
199,12.154847,-63.277245,zero
200,-26.326347,-11.335115,zero
201,30.54239,13.381922,zero
202,-26.338795,-16.328756,zero
203,7.419189,66.22667,zero
204,44.50085,-34.9225,zero
205,-12.921546,33.643475,zero
206,-40.715878,15.604683,zero
207,2.509692,35.69036,zero
208,34.622158,-17.001236,zero
209,18.532677,-74.53165,zero
210,65.47844,33.240425,zero
211,65.92911,3.6737247,zero
212,-1.6369565,-28.528563,zero
213,43.570236,-1.6122614,zero
214,38.03508,23.525614,zero
215,24.560816,-46.15866,zero
216,-29.753202,-7.3687325,zero
217,8.3665695,-68.54891,zero
218,-45.129635,-1.1991692,zero
219,-8.978012,45.867233,zero
220,25.878769,50.00383,zero
221,4.4355216,-74.38766,zero
222,-28.615885,41.201523,zero
223,-19.229916,59.023937,zero
224,-44.5885,-34.866592,zero
225,-70.10542,-11.770076,zero
226,14.94924,-14.90713,zero
227,45.528698,31.698225,zero
228,1.1941534,-63.45231,zero
229,52.12536,22.38834,zero
230,4.758936,63.771664,zero
231,-35.342285,23.351213,zero
232,6.3526177,51.551563,zero
233,40.23225,-46.776978,zero
234,-15.640819,3.3552244,zero
235,45.805023,41.948757,zero
236,-24.596178,-52.09034,zero
237,0.96523654,42.167904,zero
238,26.023066,-45.13842,zero
239,-32.84442,-34.03037,zero
240,46.906643,-6.9894524,zero
241,-34.67405,-1.0139565,zero
242,11.71942,-30.040567,zero
243,3.730293,-52.76104,zero
244,20.631245,63.85829,zero
245,3.6774423,7.6371827,zero
246,-14.586938,36.805172,zero
247,57.569374,-4.9044147,zero
248,0.9902204,2.8005598,zero
249,-45.064903,29.558317,zero
250,3.1824248,-50.7592,zero
251,42.153893,29.04155,zero
252,-11.306452,-24.980543,zero
253,-4.61862,4.9858546,zero
254,25.52461,-69.778786,zero
255,54.684917,-19.324362,zero
256,35.740234,-26.730204,zero
257,38.558205,-46.67828,zero
258,63.87537,16.049284,zero
259,20.876474,22.752075,zero
260,-4.102122,15.707963,zero
261,63.699253,-7.752973,zero
262,32.293377,32.648342,zero
263,60.897152,17.2476,zero
264,-10.597803,6.040794,zero
265,38.409916,23.262596,zero
266,38.029358,24.643234,zero
267,-23.057577,23.881462,zero
268,29.6739,-27.059029,zero
269,21.37412,-64.96232,zero
270,6.3519945,-72.91891,zero
271,-16.719326,64.72703,zero
272,-19.779255,48.53903,zero
273,0.82740206,-30.20498,zero
274,-54.476852,-8.118139,zero
275,43.29889,10.87332,zero
276,-22.497349,-51.485744,zero
277,47.365517,-49.719467,zero
278,7.0245047,1.3661118,zero
279,11.787823,36.54188,zero
280,-26.194544,-39.377277,zero
281,1.7314416,-52.738503,zero
282,-34.78857,-57.38756,zero
283,16.977236,43.928345,zero
284,0.3929552,29.274103,zero
285,-29.956263,-28.551928,zero
286,-4.62016,7.560227,zero
287,14.9924555,48.098965,zero
288,-5.7653418,-8.457896,zero
289,32.60038,-60.730206,zero
290,49.626022,54.45138,zero
291,-5.393018,-27.871183,zero
292,22.988895,34.97294,zero
293,11.574379,-16.537043,zero
294,66.413345,-3.9710574,zero
295,54.960957,55.58217,zero
296,36.713993,-19.510616,zero
297,-11.660862,4.116214,zero
298,37.428543,-12.275054,zero
299,-8.909823,0.19902481,zero
300,4.2453475,-14.787364,zero
301,-5.188309,20.52002,zero
302,-20.043371,23.098215,zero
303,34.897118,26.15854,zero
304,3.3030214,-21.446854,zero
305,42.018974,-24.455341,zero
306,-55.580845,34.506508,zero
307,-27.88651,5.640592,zero
308,24.66708,-3.8906624,zero
309,37.522377,-3.5307353,zero
310,60.806774,32.278664,zero
311,-18.61944,28.236216,zero
312,0.43937558,-20.63044,zero
313,-13.158792,13.5538435,zero
314,-47.249847,-30.117928,zero
315,-12.383552,-34.422264,zero
316,-19.206696,-64.886696,zero
317,38.03721,57.93685,zero
318,12.943339,-23.372084,zero
319,58.6748,26.089079,zero
320,9.008545,73.93666,zero
321,56.67348,35.6617,zero
322,9.671417,40.530426,zero
323,28.514475,-38.60652,zero
324,-9.340423,32.66971,zero
325,31.948103,52.04535,zero
326,14.114654,31.492476,zero
327,12.915908,27.292824,zero
328,-53.18641,16.654781,zero
329,-31.218725,-68.56534,zero
330,-63.446663,-4.9926553,zero
331,72.90965,47.59198,zero
332,18.258392,55.63728,zero
333,-23.233286,38.240456,zero
334,-16.95666,25.811764,zero
335,38.74169,57.77094,zero
336,10.8326,29.173487,zero
337,24.070614,55.788387,zero
338,-5.156901,-66.324165,zero
339,37.21638,-13.5551405,zero
340,2.2011926,-67.290794,zero
341,63.612137,-7.961054,zero
342,-19.12311,29.796154,zero
343,3.8240187,-58.05074,zero
344,-25.064861,-17.771503,zero
345,21.268162,66.481155,zero
346,-64.87114,29.491615,zero
347,7.4662776,50.991516,zero
348,32.360172,35.69876,zero
349,-20.501219,-48.889076,zero
350,27.347345,25.051573,zero
351,49.572014,4.6353025,zero
352,39.16943,-62.88106,zero
353,-5.819551,-46.798985,zero
354,-1.5572025,44.379448,zero
355,-24.475595,15.085815,zero
356,23.63819,39.672226,zero
357,31.321218,-8.921298,zero
358,27.549639,-46.62626,zero
359,-12.064393,57.12177,zero
360,-26.663177,58.631073,zero
361,22.93632,62.843502,zero
362,26.604015,40.017044,zero
363,-1.6711302,-20.817673,zero
364,1.925643,74.551056,zero
365,5.6260614,40.084503,zero
366,-5.8692145,58.739517,zero
367,16.938295,0.98445374,zero
368,-21.43043,62.374187,zero
369,-26.458256,-68.08124,zero
370,-1.9615842,-31.333382,zero
371,5.2270794,-36.93864,zero
372,-25.98238,29.789621,zero
373,49.81082,-39.746532,zero
374,-2.773447,-16.009714,zero
375,8.838542,-18.142399,zero
376,64.64147,51.91117,zero
377,-0.45154956,44.903355,zero
378,-33.400166,-40.462364,zero
379,-30.304708,45.155285,zero
380,-65.87318,-3.986012,zero
381,6.4670043,55.39653,zero
382,21.475529,-68.768684,zero
383,-23.447693,-57.414925,zero
384,12.588032,-32.722454,zero
385,52.899193,59.111507,zero
386,-13.43408,12.517419,zero
387,53.246212,37.425003,zero
388,-3.474968,9.215821,zero
389,-1.085345,-77.979225,zero
390,12.711642,27.842085,zero
391,43.842968,1.487263,zero
392,57.34285,37.247505,zero
393,-38.86263,-61.52354,zero
394,-19.743933,20.242634,zero
395,51.11704,-24.049088,zero
396,-25.809874,1.5518376,zero
397,-17.877262,-10.202467,zero
398,-23.39585,39.13286,zero
399,0.64860046,-69.28103,zero
400,-28.317528,-33.66865,zero
401,33.62291,-57.66305,zero
402,-41.174026,-52.22818,zero
403,-61.770603,-1.0159118,zero
404,25.30406,59.795246,zero
405,56.72118,19.826801,zero
406,-45.001488,-34.182537,zero
407,22.14716,7.348191,zero
408,-1.3302256,2.5611122,zero
409,-15.551465,44.432972,zero
410,6.866694,-24.00453,zero
411,57.604588,-26.50637,zero
412,-44.09255,-12.332876,zero
413,15.460648,-3.9782314,zero
414,5.5010653,61.72451,zero
415,44.052715,35.19106,zero
416,29.86359,39.428097,zero
417,17.594837,37.500637,zero
418,-22.612104,13.671527,zero
419,65.75978,51.969803,zero
420,4.836931,-70.090164,zero
421,30.3554,-26.916218,zero
422,46.4678,-27.80764,zero
423,52.60527,59.95104,zero
424,-25.59906,2.3340735,zero
425,-54.646473,4.9213805,zero
426,-11.843352,10.177365,zero
427,32.39803,-62.207493,zero
428,24.433058,-33.632748,zero
429,-24.394205,18.413975,zero
430,-6.819623,-17.878847,zero
431,30.031698,-42.07661,zero
432,-42.945988,-52.437603,zero
433,-6.9854045,18.809053,zero
434,8.514529,48.713406,zero
435,-39.88499,-57.126884,zero
436,36.59139,-19.927908,zero
437,9.420226,-13.361414,zero
438,-45.843456,8.904722,zero
439,-0.10513229,15.764049,zero
440,53.09831,19.674028,zero
441,20.516783,55.810307,zero
442,-15.8922415,51.080147,zero
443,33.52279,6.2423525,zero
444,62.58678,25.195448,zero
445,-31.73487,-27.097435,zero
446,-28.335522,-55.761772,zero
447,37.461025,54.58264,zero
448,-43.08666,-47.441483,zero
449,-34.126915,-62.993736,zero
450,-18.197104,-1.5241393,zero
451,-29.68078,42.062084,zero
452,22.664055,-34.064938,zero
453,23.790224,47.266567,zero
454,37.58073,54.624416,zero
455,56.23188,6.0846896,zero
456,9.294904,-55.916267,zero
457,-13.645332,3.7979455,zero
458,57.514843,-17.21896,zero
459,64.83188,15.37598,zero
460,61.285095,27.771702,zero
461,31.949081,-38.12921,zero
462,11.949961,1.397127,zero
463,33.499302,45.178913,zero
464,11.627346,-30.034151,zero
465,41.515938,23.100546,zero
466,40.49622,46.979485,zero
467,41.4,33.473564,zero
468,62.806755,19.132639,zero
469,-2.9343262,25.719734,zero
470,-1.6851299,-6.7355003,zero
471,-30.696877,28.316187,zero
472,-26.90185,19.104137,zero
473,41.397564,-30.828638,zero
474,52.956985,8.396707,zero
475,-15.605898,-20.385311,zero
476,36.707764,-46.97163,zero
477,52.43484,23.268383,zero
478,-5.8714733,30.19757,zero
479,61.556904,4.670624,zero
480,-19.901873,12.89282,zero
481,-54.731773,17.543304,zero
482,5.453643,-57.65645,zero
483,65.27992,-17.91884,zero
484,-8.952248,37.74616,zero
485,34.65694,-39.729416,zero
486,-15.647516,-6.0075216,zero
487,49.706886,37.330326,zero
488,33.06295,-23.13663,zero
489,-71.05417,-13.92608,zero
490,47.112072,-19.106396,zero
491,-25.29624,31.502302,zero
492,3.8751798,-54.26169,zero
493,39.200226,22.730967,zero
494,-1.076363,5.0459924,zero
495,4.470481,27.704218,zero
496,-6.544577,-9.686281,zero
497,-81.843346,-2.7587073,zero
498,35.11497,-48.191986,zero
499,62.684612,-19.58929,zero
500,11.239813,73.57266,zero
501,28.756002,-22.454842,zero
502,8.750835,36.852848,zero
503,54.17559,2.373951,zero
504,-40.87475,-29.970335,zero
505,44.098392,-44.260487,zero
506,30.170155,52.3495,zero
507,-25.447632,34.5445,zero
508,10.43001,37.005142,zero
509,26.362383,35.781506,zero
510,-71.484665,-15.562107,zero
511,46.645706,51.640053,zero
512,15.38395,-17.311182,zero
513,40.939877,-9.47092,zero
514,29.683376,-12.30044,zero
515,48.12717,-42.862213,zero
516,51.48179,24.178688,zero
517,-27.636923,-30.98442,zero
518,-31.276054,-41.29844,zero
519,24.73921,-28.92007,zero
520,-35.929157,-1.2591782,zero
521,-20.684143,-45.90019,zero
522,27.812412,-42.449673,zero
523,-35.95037,2.2729974,zero
524,3.894843,-18.186562,zero
525,-13.51048,-28.510208,zero
526,-71.46667,-15.5871935,zero
527,3.7858715,-35.197506,zero
528,-23.893545,42.10793,zero
529,-24.236809,7.7186832,zero
530,15.223995,-64.44165,zero
531,-17.08673,-28.717796,zero
532,12.987546,-51.20761,zero
533,0.7653634,-7.6413364,zero
534,37.326565,33.547062,zero
535,-75.41634,16.474382,zero
536,-8.408811,37.25673,zero
537,-25.23945,-17.650118,zero
538,42.443455,37.558002,zero
539,-46.82425,31.775457,zero
540,55.53847,34.561867,zero
541,-48.931667,-28.678131,zero
542,53.7071,29.76736,zero
543,-7.19928,16.477396,zero
544,-0.7891582,-22.151342,zero
545,-11.854741,-53.17718,zero
546,-46.41064,-29.761911,zero
547,-15.428471,5.997143,zero
548,-13.446371,-7.3776226,zero
549,30.540083,-11.03593,zero
550,-7.11012,-42.438694,zero
551,41.32701,-6.7070103,zero
552,63.58431,-19.60786,zero
553,10.656009,-64.85622,zero
554,1.4887972,-32.537872,zero
555,-0.9077087,-67.87298,zero
556,-32.860546,-36.325073,zero
557,15.378512,-75.11074,zero
558,14.115372,-69.70194,zero
559,10.223307,-63.858486,zero
560,52.909416,-28.575174,zero
561,53.76669,-29.031122,zero
562,-17.118032,18.750702,zero
563,5.577219,34.139057,zero
564,44.862206,-11.449763,zero
565,-39.607754,-64.506775,zero
566,-8.667791,30.873049,zero
567,-39.723114,-32.44984,zero
568,7.3774943,2.396474,zero
569,29.830206,16.132479,zero
570,1.3604407,-72.84579,zero
571,65.06867,29.05658,zero
572,35.862354,-1.1625124,zero
573,-1.5602653,66.83265,zero
574,30.830996,59.939854,zero
575,29.880194,-29.539665,zero
576,59.867847,-2.768655,zero
577,30.568024,0.07733433,zero
578,19.442514,34.653545,zero
579,7.1526227,21.163235,zero
580,52.534534,-37.792454,zero
581,-15.385537,20.223438,zero
582,51.361103,26.286615,zero
583,37.538956,46.939205,zero
584,38.159035,44.604176,zero
585,-21.11729,14.711727,zero
586,15.7130165,66.018684,zero
587,-1.8389927,-26.003883,zero
588,-4.012652,44.661343,zero
589,-72.29372,18.581581,zero
590,49.916065,40.14928,zero
591,12.807419,-16.976068,zero
592,29.112455,-29.60969,zero
593,-67.98193,30.667847,zero
594,-3.828069,61.41925,zero
595,19.55963,-68.47957,zero
596,4.849739,-28.169771,zero
597,-15.063724,16.384207,zero
598,-20.813606,16.532772,zero
599,-23.161915,-49.64309,zero
600,-20.766361,16.512482,zero
601,3.736834,-24.67062,zero
602,36.16222,-12.21502,zero
603,-5.9830594,58.570995,zero
604,-29.24469,-49.45178,zero
605,-5.494235,-32.349308,zero
606,19.233912,29.479782,zero
607,9.301132,18.743948,zero
608,-53.013756,28.39729,zero
609,66.18655,30.327738,zero
610,44.434452,-52.418903,zero
611,-40.165897,9.914094,zero
612,-64.83602,15.632753,zero
613,-3.6636271,-40.104767,zero
614,-10.005149,41.37063,zero
615,9.563868,17.43096,zero
616,4.059478,43.37259,zero
617,-50.973763,-37.34971,zero
618,23.757256,-28.333914,zero
619,30.98569,8.003919,zero
620,-7.3410306,41.80388,zero
621,26.90493,-62.325897,zero
622,52.701283,23.47533,zero
623,-38.199722,-60.327465,zero
624,44.277927,-24.239607,zero
625,17.292854,-10.127691,zero
626,43.04073,-17.349638,zero
627,13.503829,38.040115,zero
628,-66.287,-4.4146667,zero
629,21.326803,-11.930593,zero
630,-4.3826833,32.29844,zero
631,9.169253,-56.086555,zero
632,-0.4156019,76.51538,zero
633,19.07343,36.177055,zero
634,-28.519178,-62.94651,zero
635,1.6271886,12.943894,zero
636,-56.279774,19.683018,zero
637,20.935589,-63.79633,zero
638,-19.51263,-20.9231,zero
639,-15.705561,-34.208344,zero
640,-9.3965,55.56376,zero
641,38.575184,49.66604,zero
642,-5.7140946,-6.0986414,zero
643,-17.41064,-9.755836,zero
644,-36.494457,16.366882,zero
645,-2.1954806,49.372337,zero
646,-10.408954,26.48217,zero
647,-39.37683,-37.188335,zero
648,2.2217193,0.059527405,zero
649,-69.99023,-11.134158,zero
650,-14.527326,21.094793,zero
651,17.090702,52.18015,zero
652,23.190132,58.677128,zero
653,16.61653,-42.3442,zero
654,-66.95908,-3.6704164,zero
655,27.910267,60.995518,zero
656,38.275326,-14.780431,zero
657,-63.361847,27.355768,zero
658,4.4309897,17.496662,zero
659,62.6213,16.268564,zero
660,38.271393,8.617242,zero
661,12.587082,8.92972,zero
662,5.3164515,-70.31376,zero
663,-23.233698,-56.958683,zero
664,-24.560934,13.413409,zero
665,-10.414462,-72.39157,zero
666,-10.154346,-69.91039,zero
667,33.60089,42.82067,zero
668,16.335169,58.75558,zero
669,-26.445227,33.75773,zero
670,33.51626,-41.286007,zero
671,24.121616,26.550697,zero
672,-9.437632,-5.973784,zero
673,17.497677,47.335735,zero
674,7.6481166,-33.73847,zero
675,67.56467,50.946476,zero
676,22.735905,42.55289,zero
677,-45.294518,-47.85707,zero
678,42.906723,-11.866887,zero
679,-9.957178,-13.704715,zero
680,4.4408183,70.30699,zero
681,-49.772285,30.337399,zero
682,24.075544,-16.521685,zero
683,33.037544,16.565632,zero
684,22.697033,62.874207,zero
685,-52.383305,-6.8605943,zero
686,-8.217498,-16.6187,zero
687,-13.884446,-52.027164,zero
688,63.269432,-8.469872,zero
689,-16.693157,12.340272,zero
690,45.872402,3.6087406,zero
691,-39.09592,-57.496315,zero
692,-22.737139,-65.657196,zero
693,21.778145,-74.21774,zero
694,-13.587562,32.167934,zero
695,-46.077072,-7.613303,zero
696,-5.7742105,-75.75795,zero
697,48.865242,46.367744,zero
698,-12.5603485,19.929281,zero
699,55.633976,-12.836475,zero
700,6.4699745,18.983078,zero
701,16.18896,-64.80898,zero
702,-23.829615,14.728939,zero
703,-41.922012,-25.20013,zero
704,-16.243385,26.304752,zero
705,-2.8955123,-45.963375,zero
706,4.1143203,26.124086,zero
707,-33.569893,23.859959,zero
708,-9.107178,8.005777,zero
709,-2.522229,36.339478,zero
710,37.96405,-54.115467,zero
711,12.021556,9.525015,zero
712,59.203888,-27.492146,zero
713,11.467927,62.65337,zero
714,48.470806,25.881374,zero
715,6.153883,-69.44044,zero
716,-2.6812367,76.151825,zero
717,-14.171535,-8.436069,zero
718,-28.919102,-46.79274,zero
719,14.3280525,42.908127,zero
720,-35.047462,-46.19009,zero
721,56.594402,5.830911,zero
722,61.492844,19.808641,zero
723,11.403608,-2.5866992,zero
724,15.858796,-45.248543,zero
725,37.08444,49.58438,zero
726,55.703827,24.804523,zero
727,12.548887,24.807154,zero
728,43.34832,-16.445946,zero
729,23.653341,-54.250965,zero
730,-43.83572,-53.230442,zero
731,-11.947686,-53.387913,zero
732,62.275784,34.35402,zero
733,7.6789327,-30.675356,zero
734,-18.136478,19.260595,zero
735,-50.032898,-36.46158,zero
736,3.0384653,-3.0405385,zero
737,-18.889404,23.69932,zero
738,43.998665,27.037863,zero
739,55.012783,-13.28154,zero
740,-20.523287,-48.36262,zero
741,2.1457558,-50.044697,zero
742,-33.740288,27.391184,zero
743,64.818436,12.957964,zero
744,-33.27516,-0.92094094,zero
745,16.301691,-10.814764,zero
746,9.073198,-67.946335,zero
747,-4.16537,-36.20528,zero
748,-44.2049,9.9157295,zero
749,40.983047,30.01651,zero
750,-13.209299,-74.12434,zero
751,-72.283806,-16.125097,zero
752,-62.075905,-0.7539594,zero
753,22.325277,44.68488,zero
754,21.494917,-40.544426,zero
755,23.941425,-48.544308,zero
756,33.743877,56.82408,zero
757,-9.6252365,4.976702,zero
758,-17.128447,55.985847,zero
759,-0.8088981,-63.180305,zero
760,-52.140465,-7.8415914,zero
761,30.466972,-30.133036,zero
762,16.393719,45.764076,zero
763,-40.172546,-58.998123,zero
764,54.60856,27.008997,zero
765,-2.3844953,-43.13185,zero
766,14.737478,20.875957,zero
767,22.80684,23.393286,zero
768,18.31879,-74.5377,zero
769,-8.473659,25.222662,zero
770,9.339576,-47.794888,zero
771,51.038795,-21.172152,zero
772,-5.0445447,-51.950077,zero
773,-50.8957,18.28292,zero
774,67.67058,52.60554,zero
775,11.048402,-66.58848,zero
776,-30.464718,-18.827488,zero
777,12.075129,3.129342,zero
778,-58.087612,-11.650926,zero
779,-24.141054,-60.82746,zero
780,-11.952011,-70.745316,zero
781,68.9806,53.82887,zero
782,-17.525393,-72.71643,zero
783,32.290203,39.140034,zero
784,-17.165432,-74.432205,zero
785,-3.278195,-33.27401,zero
786,-11.279272,22.029404,zero
787,34.82445,41.10706,zero
788,41.55309,-35.90215,zero
789,17.595219,40.36373,zero
790,-12.983568,-12.664606,zero
791,-51.14294,-37.09115,zero
792,-25.695082,8.583017,zero
793,8.961036,68.79757,zero
794,29.443235,39.813797,zero
795,2.664879,-28.654177,zero
796,35.936043,61.712982,zero
797,-27.526329,20.805944,zero
798,2.6869965,-30.746235,zero
799,61.96191,-3.1841908,zero
800,9.631604,-11.744703,zero
801,60.13993,33.25591,zero
802,49.12349,20.92664,zero
803,-14.222457,-13.7878475,zero
804,4.465703,-23.473852,zero
805,-21.701736,27.385368,zero
806,-31.010286,30.908579,zero
807,10.144098,-31.58798,zero
808,-21.182108,-37.518677,zero
809,-34.02062,11.869196,zero
810,53.602833,8.264511,zero
811,18.07119,-10.000971,zero
812,5.3064327,53.897762,zero
813,36.830975,51.03254,zero
814,-28.995214,-33.10783,zero
815,-3.8547611,37.089016,zero
816,-23.928871,14.156492,zero
817,-46.72561,-6.3218865,zero
818,29.063404,18.368227,zero
819,35.345398,-44.46669,zero
820,42.63646,-45.64347,zero
821,-37.89395,5.490539,zero
822,-43.12657,-56.279495,zero
823,59.315483,36.795834,zero
824,-37.587658,-33.193085,zero
825,36.763035,-21.338362,zero
826,41.19847,23.729164,zero
827,-2.8513846,-65.32849,zero
828,10.383335,34.683376,zero
829,-19.817583,-15.6239605,zero
830,-2.1506212,-52.269005,zero
831,19.870634,-9.862436,zero
832,49.921097,-14.347959,zero
833,48.447193,-24.009882,zero
834,-17.993889,-69.4659,zero
835,-5.588444,-34.5581,zero
836,52.02846,-22.895458,zero
837,24.779663,-5.630255,zero
838,-6.371092,-43.731743,zero
839,-66.48415,-6.046172,zero
840,-59.55151,18.73681,zero
841,24.731207,33.967934,zero
842,-21.745863,59.085075,zero
843,-9.31154,44.34508,zero
844,76.803894,-23.605165,zero
845,43.56845,-22.16053,zero
846,-12.086791,35.672436,zero
847,-19.112268,41.506935,zero
848,22.383375,-17.21228,zero
849,-2.3447344,-38.210556,zero
850,-40.4005,-0.064062305,zero
851,-65.562386,27.191975,zero
852,29.261019,-5.682739,zero
853,46.59556,1.1677111,zero
854,0.5865097,22.06972,zero
855,-37.106678,0.47108847,zero
856,0.62073725,58.11138,zero
857,4.3584332,66.185524,zero
858,9.632018,-11.650934,zero
859,22.404,59.559456,zero
860,16.465002,52.09689,zero
861,33.300972,-12.782665,zero
862,-0.040305644,-11.489416,zero
863,58.988926,29.105366,zero
864,49.726223,-35.532307,zero
865,26.20041,62.959984,zero
